Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,Outcome
65.5,139.0,54.5,437.0,,,33.3,3.0,54.4,281.0,54.2,452.0,47.1,17.0,61.3,80.0,61.9,21.0,44.4,9.0,True
50.0,4.0,25.0,4.0,55.6,9.0,53.8,1045.0,30.4,23.0,54.0,50.0,50.0,6.0,50.3,159.0,58.6,70.0,100.0,4.0,False
61.5,174.0,87.5,8.0,56.1,173.0,54.7,106.0,,,60.0,5.0,54.4,193.0,37.0,27.0,56.3,32.0,0.0,1.0,True
33.3,21.0,54.4,193.0,57.7,253.0,43.9,57.0,100.0,2.0,54.7,53.0,50.4,242.0,0.0,2.0,60.0,15.0,48.8,127.0,True
40.0,5.0,33.3,9.0,60.0,10.0,42.1,19.0,53.8,13.0,55.4,177.0,54.4,193.0,55.3,311.0,44.2,43.0,54.3,127.0,False
52.9,425.0,50.0,6.0,56.5,23.0,44.2,43.0,36.8,38.0,69.9,83.0,55.6,126.0,50.0,12.0,100.0,2.0,52.9,993.0,False
52.1,828.0,83.3,6.0,32.1,56.0,54.8,42.0,35.7,14.0,40.4,52.0,42.9,14.0,56.5,115.0,57.1,14.0,0.0,3.0,True
50.0,4.0,54.4,193.0,25.0,4.0,53.3,122.0,38.5,13.0,16.7,6.0,50.0,4.0,57.1,7.0,49.4,85.0,52.0,221.0,True
40.0,40.0,69.2,13.0,28.6,14.0,50.0,2.0,65.2,23.0,54.7,75.0,42.9,14.0,51.3,2345.0,33.3,3.0,42.2,102.0,False
40.5,37.0,53.8,52.0,48.0,225.0,65.5,110.0,50.0,46.0,50.0,10.0,54.4,193.0,54.6,350.0,52.9,119.0,46.2,13.0,False
54.3,341.0,54.4,193.0,57.1,7.0,50.0,20.0,52.4,403.0,51.1,879.0,64.7,17.0,40.0,5.0,61.9,21.0,0.0,1.0,True
53.6,487.0,52.6,361.0,50.9,3004.0,48.3,29.0,25.0,4.0,56.4,39.0,54.4,193.0,55.1,403.0,66.7,6.0,59.0,61.0,False
80.0,20.0,50.0,4.0,52.9,17.0,64.5,31.0,62.2,45.0,71.4,7.0,54.4,193.0,54.4,90.0,0.0,1.0,33.3,39.0,True
37.5,8.0,83.3,6.0,53.8,13.0,64.5,31.0,62.2,45.0,54.5,134.0,54.4,193.0,25.0,4.0,34.5,29.0,53.4,174.0,True
50.0,4.0,58.4,238.0,0.0,3.0,20.0,5.0,62.6,91.0,61.8,34.0,54.4,193.0,66.7,15.0,83.3,12.0,69.2,13.0,False
51.9,362.0,59.3,243.0,0.0,1.0,42.9,28.0,55.6,9.0,58.7,46.0,54.4,193.0,,,,,44.0,25.0,False
100.0,1.0,41.7,60.0,42.9,14.0,50.0,2.0,44.0,25.0,28.6,7.0,64.7,102.0,46.0,100.0,50.0,78.0,55.7,336.0,True
52.6,135.0,100.0,1.0,0.0,2.0,57.9,368.0,58.8,34.0,64.3,28.0,55.2,250.0,53.4,219.0,42.9,7.0,60.9,23.0,False
0.0,3.0,54.3,46.0,50.0,8.0,28.6,7.0,28.0,25.0,75.9,29.0,60.0,5.0,75.0,8.0,62.5,48.0,75.0,4.0,False
62.9,124.0,50.0,8.0,0.0,1.0,50.0,216.0,51.8,278.0,54.5,11.0,62.5,8.0,50.0,8.0,56.1,41.0,100.0,4.0,False
47.1,17.0,50.0,2.0,70.8,24.0,63.2,19.0,100.0,4.0,52.2,69.0,20.0,10.0,35.7,14.0,56.0,84.0,18.2,11.0,True
45.9,61.0,0.0,2.0,47.8,23.0,,,27.3,11.0,60.7,483.0,52.4,1900.0,42.9,35.0,60.0,125.0,44.8,29.0,False
49.3,753.0,58.8,211.0,48.8,213.0,66.7,3.0,50.0,2.0,59.2,49.0,51.3,302.0,70.8,24.0,41.7,24.0,32.0,25.0,True
59.2,338.0,52.5,61.0,58.9,531.0,61.6,125.0,62.9,132.0,53.2,904.0,50.0,6.0,52.9,17.0,55.7,70.0,57.5,73.0,True
53.0,66.0,33.3,3.0,50.0,40.0,55.8,113.0,58.3,48.0,50.3,740.0,52.8,180.0,75.0,4.0,53.1,192.0,55.1,78.0,False
37.0,46.0,53.8,78.0,,,100.0,2.0,96.1,76.0,67.7,65.0,50.0,6.0,40.0,20.0,50.0,2.0,60.0,15.0,True
,,0.0,1.0,38.9,18.0,44.8,96.0,61.1,18.0,75.0,4.0,50.0,6.0,68.4,19.0,58.6,58.0,50.0,22.0,False
50.0,8.0,45.1,182.0,36.8,19.0,70.0,10.0,,,58.6,162.0,55.6,18.0,37.5,8.0,51.7,29.0,33.3,3.0,True
48.5,66.0,0.0,6.0,40.0,5.0,33.3,3.0,69.2,39.0,54.3,267.0,55.7,787.0,54.8,84.0,54.2,59.0,64.7,17.0,False
49.8,207.0,55.7,501.0,53.2,568.0,42.4,33.0,55.2,165.0,51.6,894.0,54.4,193.0,39.5,38.0,56.8,74.0,45.8,96.0,True
100.0,1.0,100.0,2.0,40.0,75.0,62.0,142.0,66.7,18.0,55.4,92.0,57.3,267.0,0.0,2.0,75.0,24.0,52.5,40.0,True
56.0,643.0,45.7,81.0,100.0,1.0,51.1,47.0,62.5,40.0,51.9,183.0,40.0,5.0,42.9,14.0,50.0,4.0,25.0,4.0,True
57.1,21.0,57.3,267.0,54.4,193.0,53.4,133.0,54.5,33.0,57.1,210.0,66.7,9.0,60.0,5.0,51.1,47.0,51.4,216.0,False
52.1,192.0,57.3,267.0,70.8,24.0,56.9,116.0,36.5,52.0,48.6,138.0,44.0,150.0,50.0,2.0,37.5,16.0,56.3,16.0,True
50.9,106.0,25.0,4.0,50.0,16.0,53.8,13.0,41.2,34.0,40.0,25.0,57.3,267.0,42.9,35.0,41.2,97.0,60.0,35.0,False
52.4,21.0,54.4,193.0,,,83.3,6.0,63.9,72.0,51.1,45.0,80.0,5.0,0.0,1.0,60.4,111.0,62.4,85.0,True
,,68.3,104.0,46.7,15.0,51.9,52.0,62.5,40.0,66.7,12.0,42.9,14.0,50.0,364.0,57.9,38.0,69.2,39.0,False
63.8,47.0,46.2,13.0,42.4,66.0,62.5,16.0,40.0,5.0,50.0,2.0,,,63.2,19.0,45.8,59.0,52.8,36.0,False
,,55.6,9.0,25.0,4.0,51.2,168.0,83.3,6.0,62.3,151.0,55.7,341.0,54.4,193.0,63.0,54.0,58.8,34.0,False
53.0,355.0,59.1,44.0,50.0,8.0,60.0,10.0,61.1,36.0,45.5,99.0,50.2,422.0,42.9,14.0,56.9,153.0,70.0,10.0,True
50.0,4.0,50.7,525.0,52.1,758.0,52.7,74.0,45.9,37.0,54.0,174.0,63.6,110.0,66.7,3.0,60.0,30.0,44.0,25.0,True
33.3,9.0,54.4,193.0,53.2,609.0,47.8,46.0,69.2,13.0,56.0,218.0,66.7,15.0,59.7,62.0,59.5,37.0,45.5,11.0,False
63.6,11.0,66.7,6.0,42.9,35.0,56.1,98.0,70.0,10.0,55.2,551.0,50.0,92.0,,,46.7,15.0,50.6,348.0,True
33.3,3.0,50.0,46.0,53.8,13.0,,,53.6,233.0,71.4,7.0,50.0,2.0,42.9,35.0,55.6,288.0,63.9,72.0,False
,,55.6,9.0,54.4,193.0,85.7,7.0,69.2,39.0,26.7,15.0,60.0,40.0,62.0,50.0,50.0,132.0,,,True
44.4,45.0,42.9,14.0,22.2,9.0,72.7,22.0,,,52.5,139.0,55.6,54.0,70.8,24.0,42.9,28.0,69.2,13.0,False
49.5,204.0,55.7,61.0,75.0,4.0,50.0,14.0,50.0,14.0,64.0,239.0,0.0,1.0,57.3,267.0,50.0,62.0,50.0,2.0,True
33.3,9.0,57.3,267.0,50.0,8.0,53.8,52.0,62.5,8.0,56.3,167.0,40.0,5.0,52.0,477.0,50.8,132.0,47.9,144.0,True
56.4,202.0,,,75.0,12.0,100.0,1.0,54.0,278.0,55.1,381.0,57.3,267.0,70.8,24.0,0.0,1.0,9.5,21.0,True
51.6,62.0,57.3,267.0,70.8,24.0,50.0,14.0,68.0,25.0,38.1,21.0,55.7,535.0,50.0,342.0,55.0,511.0,63.4,41.0,True
,,57.3,267.0,70.8,24.0,48.3,60.0,54.9,446.0,100.0,1.0,,,100.0,1.0,49.6,254.0,,,False
50.1,1723.0,52.0,127.0,56.9,160.0,54.4,147.0,58.3,24.0,66.7,21.0,57.3,267.0,33.3,3.0,59.1,88.0,46.0,113.0,False
33.3,6.0,50.0,14.0,82.1,28.0,,,51.8,137.0,55.5,119.0,57.3,267.0,54.4,193.0,0.0,2.0,56.5,46.0,True
56.0,166.0,30.0,10.0,61.9,42.0,50.0,4.0,50.0,58.0,56.4,55.0,57.3,267.0,70.8,24.0,86.7,15.0,81.8,22.0,False
45.8,24.0,25.0,4.0,52.5,120.0,38.5,13.0,53.3,15.0,100.0,1.0,57.3,267.0,70.8,24.0,48.3,29.0,,,False
52.8,53.0,52.8,957.0,52.3,723.0,63.0,27.0,59.0,61.0,37.5,8.0,54.4,193.0,0.0,1.0,52.1,758.0,46.3,41.0,True
58.3,12.0,54.8,31.0,,,41.7,12.0,56.8,44.0,52.0,25.0,54.4,193.0,33.3,3.0,0.0,1.0,,,True
45.9,74.0,57.6,476.0,45.2,31.0,33.3,3.0,52.5,183.0,60.7,150.0,54.4,193.0,50.0,2.0,41.7,12.0,,,False
0.0,1.0,61.1,18.0,68.8,77.0,58.3,60.0,65.2,46.0,42.9,7.0,56.5,23.0,70.8,24.0,52.4,21.0,58.8,34.0,False
52.4,847.0,53.5,869.0,46.2,26.0,,,50.7,71.0,0.0,1.0,0.0,1.0,0.0,2.0,33.3,6.0,33.3,6.0,True
52.4,847.0,61.9,42.0,61.5,13.0,55.5,227.0,20.0,5.0,75.0,4.0,100.0,2.0,56.3,32.0,57.6,33.0,100.0,2.0,False
33.3,3.0,55.1,136.0,33.3,3.0,41.3,46.0,,,52.9,227.0,,,51.3,113.0,52.2,90.0,100.0,2.0,False
0.0,1.0,33.3,3.0,42.9,35.0,50.0,2.0,58.3,24.0,60.0,10.0,55.6,9.0,28.6,21.0,33.3,15.0,76.7,30.0,False
49.4,89.0,49.2,252.0,35.3,17.0,60.0,15.0,,,67.7,99.0,59.1,66.0,58.1,31.0,33.3,3.0,63.9,72.0,True
75.0,4.0,57.0,135.0,70.8,24.0,36.4,11.0,,,52.2,23.0,57.1,14.0,50.0,4.0,63.6,11.0,72.0,25.0,False
53.7,108.0,55.2,87.0,58.3,12.0,58.8,51.0,66.7,15.0,0.0,4.0,,,54.4,193.0,54.5,11.0,33.3,42.0,True
75.0,4.0,,,100.0,3.0,100.0,1.0,52.9,34.0,61.3,191.0,,,21.4,14.0,50.0,6.0,53.6,97.0,True
75.0,4.0,56.0,207.0,71.4,7.0,,,54.5,44.0,50.3,159.0,0.0,2.0,14.3,7.0,,,53.1,307.0,True
53.8,65.0,55.6,9.0,58.1,167.0,41.7,24.0,43.4,113.0,50.0,4.0,58.6,99.0,100.0,3.0,60.3,78.0,100.0,1.0,False
25.0,4.0,54.4,193.0,53.7,108.0,42.9,7.0,55.4,56.0,100.0,1.0,57.1,7.0,100.0,1.0,,,50.0,2.0,False
48.3,60.0,62.5,8.0,57.3,124.0,66.7,6.0,59.3,27.0,28.6,7.0,66.0,47.0,54.4,193.0,60.0,5.0,,,True
52.6,38.0,64.3,28.0,54.4,193.0,52.3,111.0,49.4,245.0,,,,,39.7,73.0,53.6,405.0,38.8,85.0,True
0.0,2.0,54.4,193.0,50.0,2.0,42.9,7.0,50.8,366.0,56.0,50.0,65.9,82.0,61.3,93.0,,,50.0,8.0,False
41.7,24.0,59.1,235.0,56.4,149.0,51.3,150.0,57.8,379.0,53.4,234.0,35.7,56.0,53.8,52.0,0.0,1.0,39.3,56.0,True
50.0,6.0,60.0,5.0,100.0,1.0,64.3,42.0,56.2,242.0,47.1,187.0,54.4,193.0,0.0,3.0,50.0,44.0,33.3,6.0,True
53.4,384.0,53.9,243.0,53.4,818.0,54.5,11.0,47.1,34.0,28.6,7.0,54.4,193.0,55.1,78.0,40.0,45.0,44.0,25.0,True
41.2,17.0,48.7,230.0,60.3,73.0,0.0,4.0,63.2,19.0,50.0,4.0,54.4,193.0,100.0,1.0,,,54.9,102.0,False
61.9,194.0,61.3,75.0,57.1,923.0,57.1,14.0,53.6,56.0,50.9,554.0,0.0,1.0,42.4,66.0,50.0,2.0,55.3,38.0,True
0.0,1.0,50.0,12.0,46.8,111.0,61.5,52.0,41.7,12.0,50.9,55.0,54.4,193.0,100.0,1.0,50.0,4.0,53.8,39.0,False
63.8,94.0,61.7,60.0,50.0,342.0,57.1,7.0,40.0,10.0,50.0,20.0,33.3,3.0,49.6,131.0,66.7,15.0,33.3,12.0,True
14.3,7.0,50.6,79.0,42.4,33.0,49.4,85.0,0.0,2.0,58.6,29.0,50.0,6.0,66.7,3.0,48.0,75.0,49.4,83.0,False
51.1,879.0,56.3,16.0,33.8,80.0,,,54.1,135.0,,,74.7,75.0,39.4,33.0,100.0,1.0,59.2,76.0,False
50.6,77.0,56.3,16.0,,,100.0,2.0,47.8,23.0,60.0,120.0,60.7,112.0,,,16.7,6.0,55.1,136.0,True
68.4,19.0,40.6,32.0,38.5,13.0,0.0,2.0,0.0,3.0,56.0,25.0,56.3,16.0,48.2,421.0,,,51.3,115.0,False
48.8,291.0,50.0,170.0,50.0,2.0,49.1,53.0,54.5,121.0,100.0,4.0,56.2,630.0,63.3,49.0,50.0,6.0,57.3,375.0,False
58.7,46.0,25.0,16.0,54.1,320.0,,,37.5,80.0,,,56.3,16.0,62.5,16.0,61.5,262.0,0.0,3.0,False
0.0,3.0,25.0,8.0,36.4,11.0,14.3,7.0,48.6,144.0,57.1,14.0,56.3,16.0,49.1,112.0,42.9,7.0,61.1,18.0,False
55.0,211.0,61.7,60.0,50.0,2.0,35.6,59.0,56.5,23.0,60.1,253.0,0.0,1.0,55.6,9.0,55.7,61.0,60.0,35.0,True
50.0,8.0,56.3,16.0,51.8,56.0,,,61.1,18.0,54.7,64.0,52.8,89.0,50.0,16.0,61.3,450.0,59.2,179.0,True
55.0,60.0,70.0,10.0,53.3,471.0,31.6,19.0,50.0,24.0,,,56.3,16.0,,,40.4,57.0,50.0,2.0,False
62.1,29.0,42.4,33.0,57.8,109.0,42.9,7.0,52.9,516.0,20.0,5.0,52.9,1055.0,,,58.7,349.0,0.0,1.0,True
53.4,116.0,0.0,3.0,46.3,175.0,43.3,30.0,68.0,25.0,57.1,7.0,56.3,16.0,60.6,109.0,55.6,45.0,59.3,27.0,False
33.3,3.0,61.7,60.0,0.0,1.0,33.3,15.0,0.0,2.0,61.5,117.0,54.8,31.0,51.7,315.0,100.0,1.0,91.7,12.0,False
65.5,29.0,52.2,871.0,66.7,3.0,,,47.7,405.0,54.8,1069.0,51.7,29.0,0.0,1.0,53.7,54.0,45.9,109.0,True
100.0,2.0,50.0,6.0,58.4,113.0,,,62.5,16.0,59.6,104.0,55.8,312.0,57.1,21.0,,,52.2,23.0,True
53.8,80.0,54.6,280.0,46.5,202.0,48.2,114.0,48.9,47.0,56.3,357.0,61.7,60.0,50.0,2.0,50.0,2.0,55.6,9.0,True
68.2,85.0,40.0,5.0,43.5,23.0,36.8,19.0,52.2,67.0,53.8,13.0,,,58.6,29.0,59.3,27.0,51.4,37.0,True
59.4,32.0,60.0,5.0,52.8,502.0,54.3,81.0,47.4,19.0,59.3,327.0,25.0,4.0,45.1,51.0,35.3,34.0,41.2,17.0,True
47.6,21.0,57.1,14.0,59.4,160.0,100.0,1.0,55.6,9.0,71.4,21.0,57.1,28.0,61.7,60.0,55.6,45.0,46.2,13.0,True
40.0,15.0,40.0,15.0,21.4,14.0,49.2,130.0,56.5,23.0,42.3,26.0,100.0,2.0,100.0,1.0,48.4,188.0,56.1,727.0,False
54.3,46.0,55.9,442.0,60.0,10.0,52.7,74.0,45.5,22.0,0.0,4.0,0.0,2.0,47.1,17.0,52.9,1130.0,50.0,36.0,True
43.6,39.0,,,47.1,17.0,64.3,112.0,0.0,2.0,56.4,551.0,40.0,5.0,59.0,39.0,62.5,48.0,66.7,6.0,False
58.3,12.0,57.8,185.0,62.7,83.0,58.3,24.0,55.1,156.0,66.7,9.0,45.8,48.0,55.5,110.0,0.0,1.0,38.9,18.0,True
41.2,17.0,25.0,4.0,40.0,10.0,0.0,1.0,38.5,13.0,59.5,368.0,55.5,220.0,100.0,2.0,46.5,43.0,,,False
66.7,3.0,50.0,2.0,65.5,29.0,,,55.6,27.0,60.7,89.0,41.4,29.0,,,64.3,112.0,0.0,2.0,True
70.0,10.0,100.0,1.0,52.2,500.0,44.2,52.0,36.4,33.0,57.1,14.0,58.9,158.0,60.0,5.0,,,60.0,5.0,True
42.1,19.0,60.5,43.0,53.8,80.0,54.7,419.0,47.6,374.0,37.5,8.0,56.1,132.0,61.7,81.0,53.5,452.0,57.1,455.0,True
52.2,770.0,57.2,208.0,48.6,70.0,,,56.3,272.0,59.5,257.0,48.3,29.0,,,37.5,8.0,55.5,218.0,False
49.5,103.0,60.5,43.0,55.0,20.0,51.7,87.0,50.0,8.0,52.9,17.0,50.0,6.0,63.2,76.0,46.7,60.0,50.0,2.0,True
100.0,1.0,48.3,29.0,61.0,82.0,40.0,70.0,55.6,9.0,57.1,7.0,53.6,56.0,25.0,4.0,,,38.7,31.0,True
0.0,4.0,25.0,4.0,0.0,3.0,55.0,80.0,54.1,37.0,57.1,28.0,,,60.0,185.0,55.4,204.0,50.0,20.0,False
100.0,5.0,60.5,43.0,61.2,121.0,56.9,153.0,50.0,2.0,,,0.0,3.0,47.7,44.0,50.0,6.0,0.0,2.0,True
58.5,207.0,11.1,9.0,50.0,8.0,0.0,3.0,55.0,80.0,54.8,42.0,48.3,29.0,55.4,287.0,,,,,False
57.1,7.0,,,57.1,49.0,18.8,16.0,65.1,109.0,76.2,21.0,60.5,43.0,,,50.0,22.0,45.6,476.0,False
0.0,1.0,58.5,94.0,,,52.2,134.0,75.0,4.0,100.0,1.0,60.5,43.0,,,57.5,40.0,100.0,1.0,False
84.4,135.0,0.0,2.0,,,59.3,59.0,43.8,16.0,,,60.5,43.0,54.1,440.0,58.5,265.0,64.7,51.0,False
30.0,10.0,59.1,254.0,64.7,34.0,50.0,6.0,60.0,5.0,46.6,88.0,48.3,29.0,60.9,64.0,42.9,14.0,47.4,76.0,True
54.3,501.0,,,50.0,2.0,75.0,4.0,47.8,46.0,61.8,157.0,60.5,43.0,55.5,146.0,55.8,77.0,46.9,179.0,False
53.3,1000.0,60.5,43.0,60.6,99.0,58.3,36.0,33.3,3.0,50.0,2.0,50.0,8.0,62.4,125.0,58.3,12.0,0.0,2.0,True
52.1,48.0,71.4,14.0,,,44.4,27.0,59.3,27.0,66.7,3.0,48.3,29.0,,,40.0,10.0,50.0,2.0,False
53.7,376.0,60.5,43.0,61.5,91.0,50.0,8.0,59.2,49.0,50.0,2.0,53.5,869.0,63.6,11.0,53.2,47.0,55.6,18.0,True
56.0,159.0,48.3,29.0,53.8,275.0,69.9,73.0,25.0,4.0,0.0,8.0,52.2,136.0,36.8,19.0,37.5,8.0,0.0,1.0,True
50.4,1182.0,48.3,29.0,46.1,323.0,,,50.0,16.0,,,25.0,4.0,58.3,12.0,25.0,4.0,68.8,16.0,True
57.1,7.0,60.5,43.0,68.2,22.0,,,51.7,58.0,61.0,141.0,,,65.7,67.0,60.0,10.0,50.0,4.0,False
47.9,94.0,51.1,45.0,50.0,4.0,42.9,7.0,,,0.0,2.0,40.0,5.0,,,75.0,4.0,58.1,155.0,True
50.0,6.0,60.5,43.0,66.7,3.0,,,55.4,410.0,55.8,138.0,65.4,104.0,,,51.1,47.0,28.6,7.0,True
50.0,4.0,48.3,29.0,51.3,76.0,,,37.5,8.0,,,44.1,261.0,0.0,1.0,47.8,159.0,28.6,7.0,True
67.3,49.0,61.9,328.0,52.5,181.0,50.0,86.0,81.8,11.0,50.0,4.0,50.0,36.0,35.3,34.0,50.0,40.0,53.2,141.0,True
61.9,21.0,25.0,4.0,69.2,26.0,56.5,92.0,66.7,60.0,50.0,8.0,54.8,73.0,54.5,22.0,46.3,41.0,47.0,215.0,True
50.0,30.0,60.5,43.0,40.0,5.0,61.4,140.0,42.9,7.0,33.3,3.0,,,,,50.0,2.0,58.9,158.0,False
68.2,22.0,53.0,83.0,55.9,220.0,42.3,130.0,,,54.1,148.0,57.6,33.0,58.1,222.0,53.8,91.0,56.8,95.0,True
72.7,11.0,48.3,29.0,59.7,62.0,50.0,12.0,63.9,83.0,0.0,2.0,,,0.0,1.0,0.0,1.0,51.8,220.0,True
100.0,1.0,48.3,29.0,54.4,79.0,65.2,141.0,60.7,56.0,0.0,1.0,54.2,249.0,,,61.3,31.0,54.5,11.0,True
30.0,10.0,48.3,29.0,51.0,51.0,57.1,21.0,52.4,21.0,,,,,61.5,13.0,48.3,58.0,50.0,12.0,False
58.3,103.0,60.5,43.0,57.4,432.0,37.5,8.0,46.3,41.0,66.7,12.0,45.5,11.0,0.0,1.0,60.7,28.0,49.4,89.0,True
51.4,37.0,100.0,1.0,55.6,252.0,52.2,69.0,38.6,44.0,55.0,200.0,57.6,33.0,0.0,1.0,50.0,102.0,0.0,1.0,True
54.7,298.0,33.3,9.0,0.0,2.0,48.1,308.0,41.2,17.0,100.0,2.0,58.0,81.0,57.0,107.0,57.8,154.0,54.7,86.0,False
66.7,3.0,60.0,5.0,45.7,35.0,48.7,39.0,33.3,3.0,58.8,177.0,59.1,22.0,90.0,10.0,57.8,154.0,54.7,86.0,False
64.3,14.0,66.7,3.0,57.3,117.0,53.7,121.0,48.1,79.0,47.1,187.0,59.4,392.0,50.0,16.0,41.9,31.0,59.2,49.0,False
64.3,14.0,66.7,3.0,47.6,21.0,64.3,28.0,60.0,20.0,55.0,20.0,0.0,1.0,57.3,117.0,48.3,58.0,52.4,679.0,True
51.4,74.0,59.5,116.0,50.0,20.0,0.0,1.0,25.0,4.0,64.3,14.0,60.0,5.0,52.7,186.0,60.6,432.0,56.9,174.0,False
56.8,44.0,51.7,29.0,57.3,370.0,60.0,20.0,86.2,29.0,61.5,13.0,42.9,42.0,0.0,1.0,0.0,1.0,62.5,8.0,True
80.0,5.0,47.8,23.0,46.5,71.0,49.7,161.0,57.8,154.0,66.7,6.0,48.3,29.0,64.0,25.0,50.0,20.0,50.0,66.0,False
52.6,114.0,20.0,10.0,53.4,500.0,62.5,8.0,56.0,84.0,33.3,3.0,56.3,16.0,40.7,59.0,53.4,208.0,0.0,1.0,True
60.1,253.0,48.3,29.0,100.0,3.0,45.0,40.0,,,51.0,102.0,63.3,30.0,66.7,3.0,49.2,59.0,50.6,180.0,True
59.8,92.0,56.2,121.0,57.6,92.0,57.1,14.0,58.2,239.0,41.7,12.0,60.5,43.0,42.7,75.0,33.3,24.0,52.9,17.0,True
61.1,18.0,60.5,43.0,52.1,73.0,54.3,46.0,75.0,4.0,58.8,17.0,33.3,3.0,50.0,62.0,55.8,129.0,44.4,9.0,True
51.1,47.0,50.0,2.0,58.1,62.0,33.3,9.0,53.5,301.0,55.4,112.0,62.0,631.0,66.7,21.0,58.5,41.0,57.8,83.0,False
54.1,37.0,,,51.7,29.0,50.0,64.0,40.9,22.0,38.1,21.0,50.0,2.0,56.5,23.0,50.0,6.0,33.3,3.0,True
64.9,94.0,100.0,1.0,53.4,401.0,50.0,6.0,56.4,585.0,0.0,1.0,50.0,46.0,,,,,55.3,85.0,True
56.3,16.0,52.9,592.0,74.5,47.0,64.3,14.0,57.8,185.0,33.3,3.0,53.9,243.0,25.0,8.0,51.6,889.0,66.7,9.0,False
52.9,592.0,59.7,181.0,74.5,47.0,66.8,244.0,54.2,48.0,51.3,1131.0,0.0,2.0,25.0,8.0,37.5,8.0,62.5,24.0,True
60.5,38.0,54.8,294.0,,,50.0,24.0,47.4,190.0,50.0,36.0,56.1,198.0,50.0,8.0,37.5,8.0,58.1,31.0,True
50.0,22.0,0.0,2.0,58.6,128.0,33.3,3.0,0.0,1.0,57.9,19.0,75.0,32.0,35.3,17.0,50.0,2.0,66.7,3.0,False
66.7,3.0,66.7,15.0,,,58.7,521.0,51.7,447.0,58.9,56.0,25.0,4.0,46.2,13.0,10.0,10.0,36.7,30.0,True
61.2,49.0,0.0,3.0,64.7,17.0,40.0,10.0,64.3,112.0,47.9,48.0,44.4,9.0,60.3,68.0,50.0,2.0,54.0,396.0,False
55.7,386.0,42.4,33.0,45.5,11.0,55.7,61.0,38.9,18.0,66.2,207.0,57.0,86.0,,,,,40.0,10.0,False
56.2,73.0,53.9,570.0,57.5,40.0,53.8,39.0,53.8,221.0,50.0,6.0,30.8,13.0,57.1,261.0,50.0,6.0,51.0,396.0,True
54.9,142.0,65.2,46.0,57.3,347.0,59.7,62.0,60.0,75.0,20.0,5.0,51.1,47.0,,,50.0,6.0,50.0,6.0,True
,,,,58.7,598.0,62.5,112.0,54.5,33.0,57.0,79.0,47.4,19.0,41.4,29.0,,,0.0,1.0,True
55.9,136.0,52.0,629.0,58.4,351.0,52.3,910.0,60.9,174.0,53.4,322.0,21.4,14.0,51.2,576.0,52.5,40.0,25.0,4.0,True
40.0,5.0,0.0,1.0,52.4,143.0,68.3,41.0,25.0,4.0,52.6,578.0,66.7,21.0,33.3,3.0,51.6,124.0,67.9,28.0,False
50.0,26.0,58.3,24.0,42.9,7.0,47.1,206.0,55.6,72.0,52.8,642.0,57.6,33.0,50.5,410.0,58.7,109.0,38.5,13.0,True
,,42.9,42.0,60.5,339.0,,,,,71.4,28.0,53.3,349.0,54.2,535.0,,,52.7,423.0,False
47.8,23.0,50.2,289.0,100.0,1.0,53.3,214.0,,,,,50.0,36.0,52.2,23.0,54.5,22.0,50.0,2.0,True
55.2,330.0,63.9,798.0,55.7,70.0,50.0,4.0,62.7,158.0,,,48.3,29.0,,,53.1,98.0,51.6,2121.0,True
35.3,17.0,48.3,29.0,47.1,51.0,54.0,213.0,56.4,39.0,,,70.4,27.0,80.0,5.0,,,60.1,291.0,False
,,48.6,35.0,52.9,17.0,51.7,29.0,42.3,26.0,58.3,12.0,47.4,19.0,50.0,2.0,65.0,20.0,52.0,1399.0,False
52.7,402.0,,,52.6,519.0,42.9,28.0,47.8,46.0,53.7,54.0,48.3,29.0,57.2,250.0,51.2,121.0,56.7,30.0,False
59.4,207.0,59.6,52.0,53.1,1299.0,33.3,9.0,40.0,25.0,50.9,956.0,40.0,25.0,60.7,28.0,56.3,16.0,64.7,68.0,False
51.7,29.0,53.2,62.0,51.6,31.0,49.1,55.0,51.8,571.0,0.0,1.0,25.0,16.0,49.3,73.0,59.0,173.0,47.8,115.0,True
50.0,4.0,56.3,229.0,55.3,47.0,46.3,67.0,60.4,48.0,,,57.1,91.0,57.4,47.0,,,49.3,71.0,True
53.3,1567.0,60.7,28.0,,,53.8,52.0,50.0,14.0,59.2,338.0,50.8,65.0,66.7,3.0,33.3,24.0,52.9,70.0,False
51.1,45.0,34.6,26.0,58.9,246.0,58.9,107.0,44.1,34.0,41.7,24.0,58.7,300.0,44.8,29.0,50.0,16.0,64.7,68.0,True
66.7,15.0,34.6,26.0,58.6,70.0,52.9,707.0,49.3,71.0,,,35.7,14.0,0.0,3.0,50.6,79.0,42.2,102.0,True
66.7,3.0,54.0,50.0,54.1,266.0,33.3,12.0,56.1,114.0,64.6,79.0,0.0,3.0,51.2,383.0,,,52.9,70.0,True
