Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,Outcome
44.4,18.0,53.8,52.0,64.0,161.0,66.7,3.0,100.0,3.0,,,,,62.5,8.0,56.3,71.0,0.0,1.0,True
50.0,4.0,,,50.0,46.0,,,0.0,1.0,55.6,259.0,52.6,76.0,56.4,78.0,55.6,45.0,57.1,7.0,False
53.5,101.0,64.9,97.0,69.2,26.0,46.6,118.0,28.0,25.0,71.4,7.0,,,53.6,28.0,52.9,51.0,33.3,21.0,True
45.2,73.0,0.0,3.0,57.1,42.0,54.0,315.0,55.2,29.0,42.9,21.0,33.3,9.0,53.6,28.0,,,53.4,262.0,False
39.7,116.0,,,54.2,542.0,54.6,185.0,66.7,15.0,50.0,6.0,54.5,1039.0,50.0,46.0,57.1,70.0,56.0,268.0,False
11.1,9.0,51.1,92.0,,,55.4,626.0,60.0,25.0,56.3,327.0,54.7,585.0,64.0,161.0,50.0,6.0,54.4,226.0,False
59.7,365.0,40.0,5.0,53.6,28.0,59.7,248.0,58.3,12.0,53.7,82.0,53.1,49.0,12.5,8.0,60.6,33.0,33.3,9.0,True
62.5,8.0,56.3,16.0,40.0,5.0,56.3,32.0,54.8,513.0,0.0,2.0,25.0,4.0,0.0,1.0,48.8,43.0,55.0,20.0,True
51.5,807.0,0.0,1.0,37.8,37.0,54.5,134.0,33.3,6.0,55.6,340.0,58.4,77.0,50.0,46.0,100.0,3.0,66.7,9.0,False
43.2,37.0,45.2,31.0,64.9,114.0,51.5,101.0,33.3,6.0,55.1,356.0,42.9,28.0,53.6,28.0,52.1,219.0,54.3,46.0,False
50.8,63.0,55.4,184.0,53.1,386.0,,,50.0,68.0,58.7,167.0,33.3,6.0,63.2,19.0,61.2,98.0,56.1,82.0,False
25.0,4.0,,,52.5,139.0,66.7,6.0,46.4,110.0,,,66.7,3.0,44.1,34.0,18.2,11.0,0.0,2.0,True
63.5,345.0,55.8,373.0,53.6,28.0,0.0,1.0,0.0,5.0,51.3,115.0,58.7,155.0,55.2,797.0,40.0,15.0,60.3,68.0,False
50.0,2.0,61.8,34.0,53.3,15.0,47.1,17.0,50.0,2.0,,,50.0,28.0,85.7,7.0,49.1,110.0,37.5,32.0,True
50.0,4.0,71.4,7.0,42.1,57.0,57.7,97.0,46.8,205.0,66.7,12.0,55.6,27.0,47.4,19.0,54.9,237.0,,,False
,,42.9,56.0,53.3,15.0,40.0,15.0,58.4,161.0,60.0,5.0,28.6,14.0,,,0.0,2.0,28.3,53.0,True
,,46.4,28.0,40.0,10.0,42.9,14.0,52.3,421.0,52.1,746.0,71.4,7.0,51.6,31.0,57.1,224.0,40.0,10.0,False
55.0,20.0,51.1,231.0,50.0,46.0,50.0,58.0,40.0,15.0,56.6,221.0,29.4,17.0,35.3,17.0,48.0,50.0,58.8,17.0,True
59.2,272.0,75.0,8.0,58.5,118.0,50.0,2.0,52.8,352.0,41.7,12.0,0.0,2.0,31.3,16.0,25.0,4.0,50.0,2.0,True
56.6,99.0,53.2,904.0,37.5,40.0,51.9,27.0,56.7,60.0,58.1,31.0,60.3,375.0,66.7,18.0,40.0,5.0,55.6,363.0,True
53.3,30.0,50.0,84.0,51.2,41.0,45.7,46.0,50.0,54.0,43.8,32.0,,,60.1,153.0,,,58.7,351.0,False
52.9,456.0,58.9,90.0,,,59.0,39.0,40.0,5.0,53.4,384.0,66.7,9.0,66.7,18.0,,,,,False
51.6,124.0,53.5,243.0,53.7,67.0,51.3,154.0,52.0,148.0,57.9,19.0,58.7,46.0,58.5,118.0,44.9,78.0,57.9,76.0,False
53.4,384.0,55.0,593.0,68.2,22.0,18.2,11.0,52.9,170.0,,,61.3,93.0,,,61.2,49.0,53.3,15.0,False
52.8,371.0,69.2,13.0,47.2,123.0,37.5,8.0,55.4,437.0,40.0,15.0,,,64.0,161.0,59.5,42.0,61.5,26.0,True
52.3,65.0,50.5,97.0,46.2,65.0,40.0,10.0,55.6,349.0,64.3,14.0,60.0,5.0,50.0,6.0,62.5,32.0,50.0,16.0,False
33.3,3.0,51.7,87.0,47.5,59.0,18.2,11.0,66.7,9.0,71.2,59.0,52.4,918.0,,,100.0,1.0,80.8,26.0,False
54.2,559.0,33.3,9.0,58.5,118.0,42.9,7.0,52.9,170.0,,,61.1,162.0,64.3,14.0,26.3,19.0,53.0,449.0,True
,,61.1,162.0,61.1,54.0,56.0,25.0,50.0,22.0,0.0,3.0,,,42.1,57.0,48.5,33.0,56.1,82.0,True
53.8,93.0,40.0,5.0,50.0,10.0,68.0,25.0,58.3,103.0,57.6,125.0,51.5,66.0,53.6,28.0,58.1,62.0,56.1,41.0,False
57.8,370.0,64.0,50.0,66.7,18.0,57.1,14.0,51.8,56.0,,,51.1,556.0,0.0,2.0,50.6,81.0,47.3,74.0,True
63.1,214.0,54.2,493.0,66.7,3.0,,,60.0,100.0,20.0,5.0,51.5,1566.0,53.6,28.0,55.6,9.0,,,True
52.0,529.0,52.8,176.0,62.7,102.0,100.0,2.0,54.5,44.0,0.0,1.0,56.2,723.0,53.6,28.0,66.7,3.0,40.0,5.0,True
69.2,13.0,65.2,264.0,42.1,57.0,51.4,35.0,,,58.7,167.0,61.9,42.0,45.0,20.0,51.2,41.0,58.5,41.0,True
,,53.6,28.0,58.0,81.0,57.9,57.0,52.9,85.0,75.0,8.0,50.0,2.0,56.1,41.0,53.4,281.0,66.7,3.0,False
55.6,295.0,53.7,54.0,53.6,28.0,40.0,5.0,50.0,8.0,55.0,20.0,25.0,4.0,30.8,13.0,0.0,1.0,40.0,5.0,True
40.0,10.0,54.6,876.0,53.6,28.0,20.0,10.0,41.2,17.0,54.5,741.0,45.2,31.0,0.0,1.0,47.4,135.0,,,True
0.0,2.0,56.0,277.0,42.1,57.0,56.1,198.0,28.6,7.0,51.5,136.0,71.8,142.0,50.0,4.0,48.8,43.0,30.8,13.0,False
57.5,228.0,,,53.8,91.0,54.7,86.0,50.5,95.0,50.0,8.0,61.5,13.0,64.9,94.0,44.4,18.0,60.2,113.0,False
48.9,354.0,44.4,9.0,50.0,34.0,45.5,11.0,52.8,36.0,66.7,6.0,55.4,74.0,51.2,41.0,54.2,190.0,73.9,23.0,False
57.3,356.0,60.0,20.0,55.6,9.0,60.0,5.0,56.5,23.0,41.7,12.0,68.1,47.0,64.0,161.0,55.1,296.0,53.8,13.0,True
45.5,22.0,,,50.7,771.0,18.2,11.0,49.1,57.0,54.0,63.0,61.4,88.0,51.0,288.0,60.9,23.0,71.4,28.0,False
53.8,132.0,43.8,32.0,35.7,14.0,52.3,734.0,0.0,1.0,41.0,61.0,58.1,129.0,58.5,118.0,50.5,370.0,46.9,64.0,False
54.6,108.0,52.8,72.0,,,,,60.7,28.0,54.4,125.0,59.1,159.0,64.0,161.0,57.7,260.0,61.7,60.0,False
0.0,1.0,53.8,253.0,56.1,401.0,,,48.1,27.0,52.3,308.0,,,53.6,28.0,54.5,134.0,40.7,27.0,False
60.4,366.0,52.0,985.0,53.8,91.0,50.0,26.0,50.0,6.0,60.3,58.0,66.7,3.0,,,59.4,69.0,50.0,28.0,True
52.9,34.0,61.2,469.0,63.0,27.0,,,0.0,1.0,50.0,14.0,,,66.7,18.0,66.0,53.0,,,False
51.0,294.0,42.9,14.0,0.0,1.0,,,57.6,589.0,57.1,35.0,50.0,48.0,64.0,161.0,49.7,308.0,52.4,416.0,False
50.7,67.0,53.2,186.0,42.9,14.0,55.4,56.0,65.1,146.0,54.5,11.0,56.3,48.0,35.3,17.0,70.0,30.0,50.0,6.0,False
58.7,46.0,52.8,671.0,56.1,41.0,65.5,29.0,,,54.7,150.0,46.7,15.0,53.2,124.0,37.5,8.0,62.0,50.0,True
55.7,192.0,50.0,2.0,50.5,204.0,56.6,53.0,66.7,3.0,59.2,395.0,53.9,180.0,53.6,28.0,,,63.2,220.0,True
58.9,190.0,65.7,102.0,,,62.5,32.0,56.3,119.0,,,33.3,3.0,56.7,30.0,0.0,3.0,58.3,36.0,True
,,50.0,24.0,42.9,49.0,60.3,272.0,0.0,3.0,47.1,342.0,54.5,220.0,58.5,118.0,58.3,24.0,42.9,7.0,False
48.4,31.0,0.0,1.0,57.0,512.0,60.6,99.0,40.0,5.0,59.7,181.0,33.3,3.0,64.0,161.0,41.7,12.0,66.7,9.0,False
55.3,103.0,51.4,1844.0,58.5,118.0,56.7,247.0,50.6,2957.0,40.0,20.0,55.9,68.0,56.7,67.0,56.5,23.0,50.9,1271.0,True
50.8,185.0,55.5,632.0,66.7,3.0,51.1,88.0,59.3,27.0,,,55.0,160.0,64.0,161.0,50.0,10.0,47.2,36.0,True
46.2,26.0,58.2,237.0,60.2,259.0,83.3,6.0,64.9,37.0,100.0,1.0,57.8,832.0,66.7,18.0,44.0,25.0,52.6,19.0,False
53.3,30.0,48.5,99.0,50.0,34.0,,,51.5,99.0,45.5,11.0,58.3,72.0,52.2,690.0,63.2,19.0,,,True
54.7,75.0,60.9,87.0,,,18.2,11.0,58.2,220.0,65.0,60.0,44.4,9.0,51.7,482.0,0.0,1.0,41.7,12.0,True
52.2,636.0,66.5,173.0,53.6,28.0,33.3,3.0,50.6,2957.0,54.8,367.0,53.4,609.0,52.6,666.0,40.0,5.0,55.8,496.0,False
36.4,33.0,53.3,120.0,53.8,91.0,57.5,186.0,56.1,41.0,40.0,5.0,100.0,1.0,55.8,538.0,49.5,198.0,56.1,460.0,False
54.2,371.0,58.9,236.0,53.6,28.0,52.1,219.0,52.2,617.0,57.7,345.0,,,40.0,20.0,,,51.7,118.0,True
57.7,26.0,66.7,21.0,0.0,5.0,48.6,173.0,58.3,72.0,60.0,5.0,,,51.2,41.0,54.3,35.0,50.0,2.0,False
36.4,11.0,60.0,15.0,54.1,205.0,66.7,3.0,66.7,3.0,0.0,2.0,,,42.1,57.0,70.0,10.0,57.4,223.0,True
50.9,106.0,46.2,26.0,35.3,17.0,49.4,172.0,51.0,153.0,53.3,546.0,64.3,14.0,45.5,22.0,46.5,43.0,56.7,104.0,False
48.9,354.0,53.7,391.0,58.5,118.0,48.3,58.0,58.3,24.0,54.0,63.0,42.9,42.0,56.4,303.0,53.8,13.0,58.3,156.0,True
53.6,69.0,58.4,221.0,66.7,111.0,51.1,1067.0,69.2,39.0,57.6,59.0,50.0,46.0,53.8,91.0,56.7,30.0,48.3,87.0,True
0.0,3.0,,,64.0,161.0,50.0,14.0,50.0,42.0,54.7,172.0,100.0,2.0,33.3,3.0,43.2,37.0,61.0,59.0,False
67.1,152.0,54.1,738.0,56.1,41.0,54.5,112.0,,,56.7,231.0,57.7,142.0,20.0,5.0,62.8,113.0,44.4,9.0,True
33.3,12.0,57.1,791.0,58.5,118.0,52.9,17.0,52.6,19.0,57.6,59.0,57.5,40.0,48.1,77.0,51.1,1067.0,47.8,23.0,True
33.3,6.0,69.6,23.0,37.5,8.0,55.6,9.0,51.6,217.0,69.6,23.0,44.6,56.0,58.5,118.0,,,52.6,192.0,True
55.9,34.0,,,54.2,179.0,63.2,19.0,61.3,31.0,59.4,143.0,53.6,207.0,44.4,9.0,46.9,32.0,,,True
56.3,32.0,57.6,170.0,64.0,161.0,63.6,33.0,0.0,3.0,77.8,18.0,61.5,26.0,73.3,15.0,,,37.9,29.0,False
69.6,23.0,58.3,12.0,55.6,302.0,52.2,90.0,56.9,72.0,,,41.2,34.0,64.0,161.0,50.0,2.0,55.9,34.0,True
50.0,22.0,33.3,6.0,42.1,57.0,57.5,73.0,51.2,121.0,,,55.3,208.0,51.9,453.0,54.5,11.0,53.8,13.0,False
37.8,45.0,55.9,188.0,80.0,15.0,50.0,4.0,54.2,72.0,66.7,3.0,43.8,48.0,64.0,161.0,45.7,94.0,52.1,752.0,True
50.7,71.0,53.2,357.0,64.0,161.0,48.1,52.0,55.9,34.0,59.2,130.0,44.6,56.0,54.8,115.0,,,49.0,198.0,True
54.6,480.0,56.3,799.0,63.2,19.0,60.7,28.0,57.6,144.0,45.3,53.0,67.3,49.0,50.0,18.0,57.1,49.0,56.1,41.0,True
52.8,316.0,,,64.0,161.0,40.0,20.0,49.5,184.0,,,61.0,41.0,41.7,12.0,44.1,102.0,50.0,46.0,True
45.5,22.0,51.5,637.0,48.8,43.0,39.1,23.0,53.1,966.0,,,49.0,102.0,58.5,118.0,60.8,120.0,70.0,10.0,False
54.0,163.0,,,50.8,769.0,40.0,10.0,61.7,141.0,58.7,303.0,37.5,8.0,53.6,28.0,37.5,24.0,,,True
61.1,108.0,72.7,22.0,,,64.7,17.0,55.6,36.0,49.6,127.0,58.9,236.0,,,62.0,142.0,54.4,774.0,True
85.7,7.0,61.5,13.0,55.6,36.0,66.7,9.0,53.8,52.0,41.2,17.0,55.2,125.0,,,54.5,33.0,56.8,155.0,True
66.7,3.0,58.0,293.0,57.1,7.0,100.0,5.0,55.0,20.0,,,59.5,84.0,,,52.2,113.0,51.5,198.0,True
54.4,590.0,52.8,106.0,,,46.3,41.0,33.3,6.0,61.1,108.0,50.0,2.0,43.2,44.0,33.3,6.0,33.3,3.0,True
53.5,43.0,52.6,19.0,,,,,,,60.0,10.0,59.2,49.0,56.1,98.0,100.0,5.0,53.3,15.0,False
54.4,609.0,40.0,45.0,59.8,264.0,58.5,275.0,66.7,9.0,58.7,184.0,55.9,905.0,,,40.3,129.0,53.3,30.0,True
42.9,14.0,51.4,1345.0,,,50.0,2.0,50.0,4.0,33.3,6.0,47.1,17.0,61.1,252.0,51.1,47.0,62.7,158.0,True
48.3,172.0,53.8,1006.0,56.3,320.0,47.4,38.0,43.5,62.0,50.0,88.0,59.7,77.0,57.8,574.0,66.7,3.0,56.0,459.0,False
53.5,129.0,56.2,813.0,28.6,7.0,53.9,76.0,43.5,62.0,63.0,46.0,53.6,267.0,67.6,37.0,40.0,5.0,50.4,544.0,False
52.4,1224.0,53.5,419.0,55.1,205.0,80.0,15.0,58.0,81.0,60.3,73.0,55.2,645.0,54.4,489.0,25.0,8.0,45.2,62.0,True
53.7,136.0,60.0,5.0,46.2,65.0,46.7,15.0,56.3,293.0,64.7,17.0,53.0,1126.0,,,56.5,23.0,65.7,108.0,False
56.9,671.0,53.3,135.0,52.6,19.0,52.6,57.0,50.3,721.0,40.0,25.0,55.9,161.0,60.0,20.0,,,43.5,62.0,True
54.0,667.0,58.1,279.0,38.1,21.0,,,56.3,293.0,56.7,247.0,58.3,48.0,,,54.8,31.0,46.7,45.0,True
57.6,33.0,63.3,98.0,25.0,4.0,45.8,24.0,56.3,293.0,53.9,306.0,,,62.2,127.0,60.0,15.0,63.6,44.0,False
60.0,35.0,44.4,27.0,61.3,160.0,57.2,180.0,51.4,251.0,64.7,102.0,56.7,808.0,53.7,475.0,57.6,66.0,78.9,19.0,False
66.7,3.0,55.8,414.0,51.9,659.0,52.8,534.0,56.3,293.0,52.9,119.0,50.5,218.0,53.8,117.0,51.0,153.0,42.9,21.0,True
14.3,21.0,58.0,355.0,100.0,1.0,50.0,24.0,60.9,23.0,42.7,96.0,56.5,23.0,20.0,5.0,50.7,73.0,56.3,293.0,True
55.1,78.0,45.0,20.0,55.3,47.0,,,56.3,293.0,50.0,2.0,,,53.8,13.0,50.0,10.0,62.5,8.0,True
53.5,389.0,50.0,20.0,,,48.1,27.0,58.2,249.0,90.0,10.0,55.2,645.0,42.9,14.0,44.4,18.0,56.3,293.0,False
54.9,860.0,80.0,5.0,75.0,12.0,59.6,57.0,56.3,293.0,35.7,14.0,42.9,7.0,52.8,89.0,33.3,6.0,50.0,32.0,True
49.8,227.0,63.8,69.0,51.8,382.0,50.3,167.0,51.2,41.0,72.7,77.0,52.6,19.0,63.8,47.0,50.0,2.0,56.3,293.0,False
33.3,3.0,43.8,48.0,49.6,268.0,33.3,6.0,56.5,214.0,,,75.0,8.0,40.8,71.0,48.3,29.0,56.3,293.0,False
50.0,2.0,54.5,55.0,51.8,1042.0,49.2,63.0,100.0,1.0,,,56.3,151.0,50.0,14.0,50.0,10.0,53.0,83.0,True
25.0,4.0,51.9,27.0,0.0,2.0,55.6,9.0,56.7,418.0,,,59.1,93.0,60.4,338.0,38.5,13.0,45.6,57.0,False
57.1,282.0,49.0,51.0,60.0,95.0,47.1,17.0,60.1,193.0,,,62.2,90.0,50.0,4.0,62.5,8.0,43.1,204.0,True
60.0,15.0,53.0,449.0,,,47.8,23.0,100.0,4.0,55.8,337.0,33.3,3.0,41.5,94.0,,,33.3,3.0,True
,,68.0,25.0,35.3,17.0,70.8,24.0,51.9,52.0,53.8,210.0,67.9,56.0,39.4,66.0,47.4,38.0,71.9,57.0,True
53.0,1145.0,56.7,808.0,50.0,10.0,55.6,72.0,48.6,35.0,,,52.2,719.0,60.0,5.0,33.3,24.0,55.6,27.0,True
53.0,1145.0,56.7,808.0,80.0,5.0,43.5,92.0,66.7,6.0,,,45.5,11.0,51.0,1103.0,47.1,17.0,50.0,74.0,True
,,30.0,20.0,51.6,593.0,,,50.0,2.0,57.0,165.0,,,83.3,6.0,47.1,17.0,100.0,2.0,False
,,50.0,82.0,55.7,929.0,33.3,6.0,53.1,787.0,,,,,59.7,216.0,,,39.8,98.0,True
,,57.1,14.0,,,70.6,17.0,60.2,98.0,,,77.8,9.0,,,33.3,3.0,,,False
,,69.2,130.0,40.9,66.0,55.1,89.0,57.2,397.0,,,72.7,11.0,,,54.7,316.0,44.8,87.0,False
54.7,128.0,68.3,82.0,58.4,445.0,54.7,243.0,,,,,56.4,463.0,58.3,151.0,56.8,74.0,40.0,30.0,True
,,61.4,44.0,54.0,137.0,41.2,34.0,20.0,5.0,58.1,329.0,63.0,27.0,,,59.2,191.0,74.4,39.0,False
,,57.1,21.0,42.2,90.0,0.0,1.0,55.7,70.0,63.4,41.0,58.2,397.0,100.0,1.0,50.0,74.0,53.8,93.0,False
,,66.2,68.0,50.0,18.0,71.4,7.0,47.5,236.0,71.1,38.0,33.3,33.0,,,14.3,7.0,53.6,56.0,False
,,63.8,69.0,59.1,193.0,59.5,42.0,41.7,12.0,0.0,2.0,40.9,22.0,,,75.0,4.0,56.6,456.0,True
,,62.9,116.0,,,54.2,24.0,56.6,83.0,,,68.4,38.0,,,22.2,9.0,52.3,287.0,True
,,50.0,10.0,55.2,181.0,52.9,860.0,,,66.7,12.0,56.4,459.0,45.7,105.0,,,58.7,92.0,False
70.0,30.0,46.2,39.0,50.5,548.0,35.7,14.0,46.7,30.0,,,28.6,21.0,54.8,146.0,,,58.6,70.0,False
30.0,10.0,52.0,127.0,50.7,75.0,43.8,16.0,55.8,43.0,,,54.3,280.0,55.4,352.0,50.0,18.0,56.7,194.0,True
100.0,2.0,57.5,501.0,50.5,548.0,65.7,67.0,60.7,183.0,,,58.7,172.0,28.6,21.0,26.3,19.0,,,True
50.3,362.0,69.2,52.0,30.0,10.0,56.1,66.0,47.2,144.0,,,57.0,521.0,25.0,4.0,60.0,10.0,48.3,29.0,True
54.9,144.0,55.9,68.0,66.7,6.0,55.6,18.0,0.0,1.0,,,,,63.4,82.0,50.0,4.0,58.6,423.0,False
,,62.4,85.0,51.2,43.0,69.6,23.0,55.4,287.0,,,50.9,53.0,43.3,30.0,,,55.6,27.0,True
,,33.3,15.0,42.3,52.0,,,53.8,708.0,54.6,328.0,54.9,122.0,52.4,189.0,61.5,39.0,64.4,87.0,False
,,52.0,450.0,57.1,7.0,33.3,15.0,,,57.0,500.0,50.6,166.0,33.3,3.0,57.6,66.0,60.0,5.0,True
53.8,93.0,67.8,59.0,,,50.0,30.0,51.3,76.0,,,56.6,320.0,51.0,970.0,51.2,129.0,55.0,242.0,False
,,56.3,151.0,49.1,57.0,51.6,159.0,45.5,11.0,,,55.7,253.0,57.4,54.0,,,51.3,78.0,True
54.7,446.0,36.4,11.0,45.1,142.0,72.7,22.0,100.0,2.0,,,60.9,23.0,41.4,29.0,58.3,12.0,40.0,10.0,True
60.7,28.0,51.6,62.0,46.7,30.0,55.2,29.0,64.3,14.0,,,44.4,9.0,52.5,40.0,52.0,269.0,51.6,124.0,False
,,59.5,168.0,53.8,1471.0,48.2,85.0,,,53.6,265.0,50.0,6.0,37.0,46.0,71.4,7.0,65.6,32.0,True
,,54.3,280.0,47.5,59.0,40.0,15.0,61.3,31.0,54.0,665.0,,,53.2,79.0,85.7,7.0,,,False
,,56.9,399.0,53.6,605.0,55.4,56.0,58.5,118.0,66.7,3.0,51.0,2068.0,66.7,15.0,36.5,52.0,61.0,82.0,False
,,53.3,90.0,50.0,6.0,55.2,58.0,50.1,467.0,,,48.4,31.0,54.7,128.0,47.3,1206.0,47.6,126.0,False
,,,,41.7,24.0,60.8,51.0,68.0,50.0,,,61.4,171.0,53.1,397.0,,,60.7,84.0,False
58.3,357.0,42.6,47.0,55.4,139.0,48.4,64.0,,,,,54.2,524.0,50.5,107.0,33.3,9.0,49.8,285.0,False
,,42.1,19.0,51.6,545.0,50.0,2.0,47.6,21.0,49.2,63.0,55.7,253.0,38.1,21.0,,,44.8,29.0,True
53.7,562.0,37.5,16.0,55.4,1761.0,50.6,164.0,,,,,48.6,35.0,52.3,44.0,54.8,186.0,53.4,358.0,True
,,56.5,46.0,58.4,298.0,48.0,50.0,57.3,171.0,,,41.7,12.0,28.6,21.0,52.4,42.0,51.5,66.0,True
50.0,2.0,52.3,1456.0,,,,,87.5,8.0,50.0,6.0,55.6,81.0,,,46.2,13.0,52.7,349.0,False
60.0,20.0,53.8,145.0,53.7,82.0,33.3,6.0,57.1,694.0,,,58.9,90.0,,,,,65.7,70.0,False
58.3,12.0,,,52.6,97.0,,,61.5,13.0,,,,,51.8,411.0,47.3,1206.0,52.7,349.0,True
30.0,10.0,,,49.0,208.0,54.0,126.0,,,,,68.9,61.0,57.1,191.0,52.2,90.0,62.9,62.0,False
,,56.8,486.0,56.9,297.0,65.0,40.0,61.4,210.0,62.8,269.0,57.0,100.0,0.0,1.0,,,56.1,98.0,True
50.0,12.0,47.7,88.0,,,37.7,61.0,54.7,620.0,,,56.2,73.0,56.9,297.0,,,58.2,184.0,False
57.8,415.0,56.5,62.0,54.3,70.0,51.6,126.0,,,,,47.8,23.0,53.3,580.0,55.1,49.0,56.5,92.0,False
55.3,141.0,54.5,1039.0,,,52.2,429.0,38.5,39.0,52.9,17.0,58.2,368.0,33.3,6.0,59.0,134.0,76.9,13.0,False
58.5,340.0,50.7,71.0,57.7,26.0,57.7,26.0,,,25.0,12.0,57.3,613.0,40.5,37.0,44.7,47.0,60.9,87.0,True
47.6,21.0,53.3,15.0,38.2,34.0,49.5,303.0,56.3,272.0,59.4,256.0,47.4,19.0,25.0,12.0,,,58.3,127.0,True
76.5,17.0,42.1,19.0,100.0,2.0,54.5,33.0,65.5,58.0,0.0,2.0,53.7,82.0,42.9,7.0,,,33.3,6.0,True
55.3,141.0,60.0,100.0,44.8,87.0,53.9,128.0,51.3,150.0,100.0,2.0,60.9,386.0,52.1,758.0,49.7,308.0,47.8,23.0,False
58.3,48.0,53.8,1006.0,50.0,2.0,66.3,86.0,100.0,3.0,0.0,2.0,52.4,82.0,52.6,249.0,55.8,217.0,51.1,47.0,True
59.2,49.0,,,55.0,111.0,40.0,25.0,54.7,620.0,55.3,141.0,42.1,19.0,40.0,15.0,56.1,132.0,56.6,122.0,True
38.9,18.0,62.5,16.0,100.0,5.0,50.0,4.0,57.0,142.0,33.3,9.0,38.3,47.0,60.0,5.0,35.7,28.0,0.0,5.0,True
56.4,140.0,57.6,125.0,49.8,783.0,60.5,38.0,71.1,38.0,55.3,141.0,58.0,50.0,,,50.0,4.0,55.6,72.0,False
,,51.0,794.0,61.5,104.0,56.8,37.0,33.3,24.0,55.3,141.0,80.0,5.0,,,47.8,180.0,51.0,149.0,False
55.3,141.0,49.1,110.0,50.0,12.0,50.0,8.0,45.7,35.0,66.7,3.0,20.0,10.0,47.2,125.0,,,41.7,12.0,True
42.1,19.0,45.0,40.0,54.8,93.0,56.5,138.0,0.0,1.0,66.4,152.0,57.4,61.0,50.0,34.0,52.2,23.0,55.6,180.0,False
49.6,230.0,51.6,155.0,56.6,99.0,52.5,59.0,51.6,186.0,55.1,537.0,60.9,46.0,50.0,14.0,56.5,138.0,44.4,9.0,False
53.7,538.0,52.3,155.0,66.7,6.0,56.5,138.0,54.4,79.0,44.4,18.0,0.0,1.0,50.0,10.0,51.5,303.0,47.5,61.0,True
52.4,439.0,51.7,294.0,40.0,10.0,53.3,15.0,53.3,15.0,56.6,173.0,50.0,26.0,52.6,152.0,56.5,138.0,40.0,10.0,False
53.8,132.0,43.2,155.0,48.2,421.0,52.6,274.0,,,52.9,85.0,55.5,753.0,50.6,79.0,56.5,138.0,42.9,7.0,False
51.9,1104.0,47.8,67.0,66.7,6.0,71.4,7.0,64.0,161.0,37.5,8.0,66.2,77.0,33.3,6.0,56.5,138.0,40.0,10.0,True
44.8,29.0,,,,,56.5,138.0,46.8,427.0,61.5,117.0,56.9,58.0,46.2,13.0,50.0,72.0,0.0,3.0,True
51.5,2817.0,52.2,395.0,52.9,17.0,33.3,3.0,51.5,538.0,0.0,3.0,52.1,1236.0,50.0,12.0,56.5,138.0,,,True
56.3,206.0,53.6,138.0,53.3,169.0,57.9,299.0,66.7,3.0,60.0,15.0,64.3,14.0,53.3,30.0,56.5,23.0,50.0,2.0,True
39.3,28.0,44.4,36.0,49.2,63.0,51.2,41.0,0.0,1.0,100.0,2.0,61.5,39.0,,,57.9,299.0,66.7,3.0,False
61.5,13.0,,,66.7,3.0,60.0,10.0,50.0,62.0,,,46.0,50.0,53.7,205.0,56.5,138.0,60.2,93.0,True
50.0,14.0,52.4,918.0,57.7,26.0,61.4,44.0,,,46.4,28.0,33.3,3.0,50.0,10.0,60.0,5.0,0.0,1.0,True
50.2,919.0,55.6,54.0,56.4,459.0,43.2,74.0,50.0,2.0,11.1,9.0,0.0,1.0,41.7,12.0,0.0,2.0,0.0,2.0,True
47.1,17.0,60.0,5.0,51.2,43.0,54.5,629.0,46.9,98.0,50.3,553.0,53.2,47.0,52.4,330.0,56.5,138.0,59.5,37.0,True
33.3,3.0,61.9,63.0,50.0,18.0,56.5,138.0,12.5,8.0,53.7,205.0,35.0,40.0,50.0,12.0,,,60.3,257.0,False
56.5,85.0,55.9,188.0,57.1,7.0,50.9,55.0,54.9,226.0,60.0,10.0,43.5,23.0,33.3,3.0,0.0,1.0,0.0,1.0,True
33.3,6.0,49.0,51.0,58.2,679.0,56.5,138.0,50.0,2.0,46.0,250.0,54.5,220.0,20.0,10.0,52.1,48.0,57.1,7.0,True
47.6,185.0,63.3,49.0,58.5,41.0,56.5,138.0,100.0,1.0,44.4,18.0,40.0,20.0,,,,,64.3,28.0,True
49.0,578.0,45.1,82.0,58.4,233.0,56.5,138.0,56.3,16.0,58.3,12.0,57.1,315.0,51.9,77.0,70.0,10.0,80.0,5.0,False
50.0,4.0,42.1,19.0,28.6,14.0,56.5,138.0,46.8,111.0,0.0,1.0,51.5,68.0,43.0,86.0,60.0,50.0,0.0,1.0,True
55.6,9.0,57.1,7.0,53.3,961.0,56.5,138.0,52.2,360.0,50.0,38.0,45.1,82.0,26.7,15.0,37.5,8.0,57.8,109.0,True
40.0,5.0,50.0,16.0,52.0,302.0,54.9,173.0,60.0,15.0,57.3,302.0,36.4,33.0,,,60.0,5.0,52.0,175.0,False
42.1,19.0,59.7,139.0,33.3,6.0,56.5,138.0,54.0,87.0,55.8,156.0,58.8,34.0,52.3,65.0,61.5,39.0,55.7,420.0,True
