,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre
1581,EUW1_5673869185,EUW1_5733102476,EUW1_5773641474,EUW1_5841779890,EUW1_5851134278,EUW1_5932852002,EUW1_5981108499,EUW1_6027799744,EUW1_6059358933,EUW1_6090930904,EUW1_6169692639
1582,EUW1_5673821216,EUW1_5731646365,EUW1_5773478623,EUW1_5841440915,EUW1_5895978662,EUW1_5932716572,EUW1_5981105502,EUW1_6027825042,EUW1_6045093642,EUW1_6090429203,EUW1_6169663879
1583,EUW1_5673566324,EUW1_5731284518,EUW1_5770643050,EUW1_5841295431,EUW1_5893075378,EUW1_5932621218,EUW1_5981042892,EUW1_6027802285,EUW1_6067637548,EUW1_6090428148,EUW1_6169644775
1584,EUW1_5665346208,EUW1_5731249082,EUW1_5801612196,EUW1_5841310793,EUW1_5893018475,EUW1_5931470935,EUW1_5980918852,EUW1_6027707081,EUW1_6067643419,EUW1_6090301363,EUW1_6168829015
1585,EUW1_5663843360,EUW1_5731246370,EUW1_5801508793,EUW1_5841065314,EUW1_5892935379,EUW1_5931433726,EUW1_5978136938,EUW1_6027701680,EUW1_6067075914,EUW1_6090220696,EUW1_6168788722
1586,EUW1_5663676833,EUW1_5730640730,EUW1_5801464753,EUW1_5841061124,EUW1_5892960769,EUW1_5931068278,EUW1_5978152687,EUW1_6027673098,EUW1_6065448861,EUW1_6090255448,EUW1_6168740819
1587,EUW1_5663720913,EUW1_5730516386,EUW1_5801339873,EUW1_5840145716,EUW1_5892896530,EUW1_5931121345,EUW1_5978107212,EUW1_6026649238,EUW1_6065081650,EUW1_6090179704,EUW1_6168706230
1588,EUW1_5663655165,EUW1_5730540683,EUW1_5801346868,EUW1_5840131941,EUW1_5892893785,EUW1_5931025006,EUW1_5978113387,EUW1_6026683661,EUW1_6047350510,EUW1_6131907263,EUW1_6168667149
1589,EUW1_5661980019,EUW1_5730373722,EUW1_5801423966,EUW1_5839757895,EUW1_5882494841,EUW1_5929760729,EUW1_5978041428,EUW1_6026631145,EUW1_6047345640,EUW1_6131884008,EUW1_6168635631
1590,EUW1_5661892112,EUW1_5730360524,EUW1_5801401222,EUW1_5839791296,EUW1_5881057352,EUW1_5929642167,EUW1_5977977889,EUW1_6026547146,EUW1_6047091264,EUW1_6127553335,EUW1_6168590943
1591,EUW1_5661684561,EUW1_5755669302,EUW1_5801249023,EUW1_5839697077,EUW1_5881023525,EUW1_5929470848,EUW1_5977540870,EUW1_6041389993,EUW1_6046570874,EUW1_6127467516,EUW1_6168557157
1592,EUW1_5661525970,EUW1_5755641592,EUW1_5800132740,EUW1_5839652493,EUW1_5880695598,EUW1_5929376127,EUW1_5977466908,EUW1_6041000587,EUW1_6046597617,EUW1_6127380747,EUW1_6168538019
1593,EUW1_5661477753,EUW1_5755622370,EUW1_5799739769,EUW1_5839598266,EUW1_5880672473,EUW1_5929382342,EUW1_5977512771,EUW1_6039959185,EUW1_6046567432,EUW1_6126078391,EUW1_6167815287
1594,EUW1_5661462574,EUW1_5755478999,EUW1_5799687881,EUW1_5839513226,EUW1_5872901115,EUW1_5929263990,EUW1_5977326303,EUW1_6039905084,EUW1_6046593389,EUW1_6114847814,EUW1_6167759837
1595,EUW1_5660313343,EUW1_5755513979,EUW1_5799496870,EUW1_5839398881,EUW1_5872864219,EUW1_5914128641,EUW1_5977321950,EUW1_6039729413,EUW1_6046553247,EUW1_6114811634,EUW1_6167703424
1596,EUW1_5660213128,EUW1_5755500598,EUW1_5799522576,EUW1_5838336726,EUW1_5871292192,EUW1_5914017173,EUW1_5977275670,EUW1_6039622983,EUW1_6046478993,EUW1_6113037057,EUW1_6167658639
1597,EUW1_5660105637,EUW1_5755416859,EUW1_5799429731,EUW1_5836310188,EUW1_5861687113,EUW1_5914000654,EUW1_5977171295,EUW1_6039508012,EUW1_6046436246,EUW1_6111966215,EUW1_6167612110
1598,EUW1_5658961760,EUW1_5755394188,EUW1_5799406890,EUW1_5836246374,EUW1_5860276235,EUW1_5912129908,EUW1_5977096174,EUW1_6039433627,EUW1_6046003276,EUW1_6110866939,EUW1_6167556003
1599,EUW1_5658474749,EUW1_5753785291,EUW1_5799391359,EUW1_5836168377,EUW1_5860212009,EUW1_5948013312,EUW1_5977080518,EUW1_6038418456,EUW1_6045799446,EUW1_6110720105,EUW1_6167497606
1600,EUW1_5658347194,EUW1_5751684153,EUW1_5798796277,EUW1_5835117738,EUW1_5860145559,EUW1_5945686316,EUW1_5976787878,EUW1_6038374294,EUW1_6045272492,EUW1_6095715757,EUW1_6167397459
1601,EUW1_5658279764,EUW1_5751669617,EUW1_5798224602,EUW1_5834627251,EUW1_5860046661,EUW1_5945579774,EUW1_5976745046,EUW1_6038274942,EUW1_6045187281,EUW1_6095700227,EUW1_6167340355
1602,EUW1_5657942755,EUW1_5748535737,EUW1_5798177379,EUW1_5834050035,EUW1_5851459765,EUW1_5945613282,EUW1_5976677820,EUW1_6038171181,EUW1_6045067460,EUW1_6095685026,EUW1_6167309544
1603,EUW1_5657844079,EUW1_5748553476,EUW1_5798109758,EUW1_5834004016,EUW1_5851512786,EUW1_5945510668,EUW1_5976664449,EUW1_6038064742,EUW1_6044813430,EUW1_6122657056,EUW1_6167266345
1604,EUW1_5657795921,EUW1_5748499363,EUW1_5798055439,EUW1_5833490439,EUW1_5850604128,EUW1_5944973605,EUW1_5976570411,EUW1_6037931473,EUW1_6044531164,EUW1_6119746328,EUW1_6166300045
1605,EUW1_5657726822,EUW1_5748506305,EUW1_5797955356,EUW1_5833566034,EUW1_5850150630,EUW1_5944956778,EUW1_5976613794,EUW1_6037934432,EUW1_6087047062,EUW1_6119670234,EUW1_6166254262
1606,EUW1_5657564677,EUW1_5748437551,EUW1_5797879543,EUW1_5833502353,EUW1_5897047047,EUW1_5944932693,EUW1_5976541690,EUW1_6036669945,EUW1_6086941598,EUW1_6119665370,EUW1_6166219521
1607,EUW1_5657385027,EUW1_5748494391,EUW1_5797798186,EUW1_5833385615,EUW1_5900100886,EUW1_5944848490,EUW1_5976150303,EUW1_6036753377,EUW1_6086934585,EUW1_6118861654,EUW1_6166187782
1608,EUW1_5657194710,EUW1_5748233526,EUW1_5797763771,EUW1_5833310380,EUW1_5899982536,EUW1_5943575335,EUW1_5976152810,EUW1_6036587397,EUW1_6086888955,EUW1_6118885399,EUW1_6166149764
1609,EUW1_5656880023,EUW1_5748195511,EUW1_5797741095,EUW1_5832675511,EUW1_5899885402,EUW1_5943590782,EUW1_5976095780,EUW1_6036424707,EUW1_6086820817,EUW1_6118771830,EUW1_6166105773
1610,EUW1_5656916557,EUW1_5748065960,EUW1_5797588612,EUW1_5831797941,EUW1_5898568153,EUW1_5943486648,EUW1_5975917846,EUW1_6036304949,EUW1_6086332382,EUW1_6116017587,EUW1_6166078258
1611,EUW1_5656921899,EUW1_5747929037,EUW1_5797602159,EUW1_5831801923,EUW1_5898551562,EUW1_5942528540,EUW1_5975841463,EUW1_6036248303,EUW1_6086406994,EUW1_6115866117,EUW1_6166045519
1612,EUW1_5656697086,EUW1_5746371900,EUW1_5797551464,EUW1_5831659790,EUW1_5898513245,EUW1_5942085534,EUW1_5975754222,EUW1_6036253857,EUW1_6086404240,EUW1_6115790237,EUW1_6166000362
1613,EUW1_5656075648,EUW1_5746266306,EUW1_5797436141,EUW1_5831675561,EUW1_5897979982,EUW1_5942081042,EUW1_5974486879,EUW1_6035221172,EUW1_6086291045,EUW1_6102721665,EUW1_6165963315
1614,EUW1_5654993568,EUW1_5746188884,EUW1_5797350028,EUW1_5826315107,EUW1_5897904495,EUW1_5941975547,EUW1_5974391632,EUW1_6035224239,EUW1_6086297251,EUW1_6094375585,EUW1_6164749943
1615,EUW1_5654946540,EUW1_5746182508,EUW1_5797306245,EUW1_5826247931,EUW1_5896740501,EUW1_5941830064,EUW1_5974099597,EUW1_6031988062,EUW1_6086264261,EUW1_6090715772,EUW1_6164724928
1616,EUW1_5654920875,EUW1_5746085641,EUW1_5797293140,EUW1_5826196441,EUW1_5896663427,EUW1_5941243730,EUW1_5974120723,EUW1_6031881656,EUW1_6086213429,EUW1_6090680503,EUW1_6164682892
1617,EUW1_5654680787,EUW1_5745985086,EUW1_5797227963,EUW1_5825882116,EUW1_5896505713,EUW1_5941128968,EUW1_5974015613,EUW1_6031721038,EUW1_6085457502,EUW1_6093193795,EUW1_6164652038
1618,EUW1_5654666762,EUW1_5745865556,EUW1_5797215875,EUW1_5825744867,EUW1_5895532339,EUW1_5941113654,EUW1_5973125627,EUW1_6031785267,EUW1_6085392781,EUW1_6131596432,EUW1_6164630307
1619,EUW1_5654131836,EUW1_5745078884,EUW1_5797136451,EUW1_5825619659,EUW1_5895437109,EUW1_5940690993,EUW1_5973062402,EUW1_6030336409,EUW1_6070132947,EUW1_6131455954,EUW1_6164630488
1620,EUW1_5653854137,EUW1_5745135738,EUW1_5797183179,EUW1_5825694479,EUW1_5895400858,EUW1_5939438435,EUW1_5972607136,EUW1_6030287006,EUW1_6066703041,EUW1_6131046298,EUW1_6164611951
1621,EUW1_5653683756,EUW1_5745144502,EUW1_5797132043,EUW1_5825590139,EUW1_5895305468,EUW1_5939341910,EUW1_5972612338,EUW1_6029943979,EUW1_6064872029,EUW1_6128966288,EUW1_6163597629
1622,EUW1_5653564467,EUW1_5745105024,EUW1_5796815496,EUW1_5825126664,EUW1_5893672192,EUW1_5939245589,EUW1_5971079271,EUW1_6029833553,EUW1_6064840086,EUW1_6128962860,EUW1_6163567028
1623,EUW1_5653504717,EUW1_5745083982,EUW1_5796842398,EUW1_5825180787,EUW1_5893545766,EUW1_5939240366,EUW1_5971034913,EUW1_6028847390,EUW1_6064827350,EUW1_6128246364,EUW1_6163539965
1624,EUW1_5653408616,EUW1_5745131382,EUW1_5796709809,EUW1_5825073878,EUW1_5893430189,EUW1_5939196532,EUW1_5971041661,EUW1_6028750292,EUW1_6064845990,EUW1_6128122054,EUW1_6163533697
1625,EUW1_5704775929,EUW1_5745091688,EUW1_5796705892,EUW1_5824887187,EUW1_5891896350,EUW1_5938948858,EUW1_5970905190,EUW1_6028705903,EUW1_6063840338,EUW1_6128149182,EUW1_6163498196
1626,EUW1_5704712202,EUW1_5745070467,EUW1_5796678839,EUW1_5823828175,EUW1_5891729474,EUW1_5939012654,EUW1_5970960507,EUW1_6028606864,EUW1_6063826318,EUW1_6127580752,EUW1_6162630305
1627,EUW1_5704641749,EUW1_5744959232,EUW1_5796644794,EUW1_5823384062,EUW1_5891723380,EUW1_5938868265,EUW1_5970886078,EUW1_6027228701,EUW1_6063781740,EUW1_6127536956,EUW1_6162601932
1628,EUW1_5704316754,EUW1_5745035195,EUW1_5796515884,EUW1_5823248613,EUW1_5889950673,EUW1_5938853940,EUW1_5969244691,EUW1_6027155096,EUW1_6063758633,EUW1_6125800855,EUW1_6162578843
1629,EUW1_5704125495,EUW1_5744961972,EUW1_5796265498,EUW1_5823240999,EUW1_5889814779,EUW1_5938798112,EUW1_5969099991,EUW1_6027038906,EUW1_6059699522,EUW1_6124667508,EUW1_6162540719
1630,EUW1_5703915581,EUW1_5744947722,EUW1_5796198850,EUW1_5823146124,EUW1_5889783082,EUW1_5938793718,EUW1_5969134731,EUW1_6026789599,EUW1_6059693883,EUW1_6124652726,EUW1_6162492404
1631,EUW1_5703808667,EUW1_5744944793,EUW1_5796164420,EUW1_5822814690,EUW1_5884708342,EUW1_5938187828,EUW1_5967899716,EUW1_6026823918,EUW1_6059650167,EUW1_6124547747,EUW1_6162462336
1632,EUW1_5703739795,EUW1_5744902237,EUW1_5796096312,EUW1_5822698414,EUW1_5884568840,EUW1_5937632241,EUW1_5966546596,EUW1_6025216457,EUW1_6059609218,EUW1_6124447176,EUW1_6162437239
1633,EUW1_5703703410,EUW1_5744519049,EUW1_5796072079,EUW1_5822714173,EUW1_5884463714,EUW1_5937489029,EUW1_5966467469,EUW1_6023737914,EUW1_6059595079,EUW1_6124413271,EUW1_6162422710
1634,EUW1_5702170222,EUW1_5744377702,EUW1_5795970908,EUW1_5822558704,EUW1_5883366225,EUW1_5937475629,EUW1_5966391346,EUW1_6023763072,EUW1_6059441031,EUW1_6123394494,EUW1_6162387396
1635,EUW1_5702110161,EUW1_5743173699,EUW1_5795905356,EUW1_5822594127,EUW1_5883291315,EUW1_5937452808,EUW1_5966354828,EUW1_6023681486,EUW1_6058557504,EUW1_6122805438,EUW1_6162369410
1636,EUW1_5702132975,EUW1_5743163258,EUW1_5795868856,EUW1_5822480181,EUW1_5883187092,EUW1_5936602439,EUW1_5966168160,EUW1_6023664231,EUW1_6057973140,EUW1_6122691909,EUW1_6161432841
1637,EUW1_5701980071,EUW1_5743133312,EUW1_5795459511,EUW1_5821385953,EUW1_5883149144,EUW1_5936448472,EUW1_5958575505,EUW1_6023611058,EUW1_6057815769,EUW1_6121847535,EUW1_6161398080
1638,EUW1_5702040765,EUW1_5743080215,EUW1_5795476059,EUW1_5821289825,EUW1_5883080402,EUW1_5936501870,EUW1_5958572739,EUW1_6015406351,EUW1_6057697215,EUW1_6121741419,EUW1_6161364230
1639,EUW1_5701901166,EUW1_5743091063,EUW1_5795410168,EUW1_5821323693,EUW1_5881630862,EUW1_5936213141,EUW1_5958507740,EUW1_6013506230,EUW1_6049356744,EUW1_6121742998,EUW1_6161355002
1640,EUW1_5701762462,EUW1_5743028715,EUW1_5794992718,EUW1_5821228463,EUW1_5880103309,EUW1_5936006721,EUW1_5958543431,EUW1_6010741085,EUW1_6044835949,EUW1_6121625038,EUW1_6161328011
1641,EUW1_5699170371,EUW1_5742996920,EUW1_5794888279,EUW1_5821015740,EUW1_5880005430,EUW1_5935982138,EUW1_5957753033,EUW1_6007838482,EUW1_6044690866,EUW1_6121548761,EUW1_6160280023
1642,EUW1_5699103302,EUW1_5743001356,EUW1_5794849336,EUW1_5821001169,EUW1_5879868144,EUW1_5935550309,EUW1_5957526404,EUW1_6007813368,EUW1_6042230308,EUW1_6121381703,EUW1_6160248492
1643,EUW1_5698939841,EUW1_5742954637,EUW1_5794786814,EUW1_5820894910,EUW1_5879807996,EUW1_5935583998,EUW1_5956960466,EUW1_6004890623,EUW1_6042206263,EUW1_6121426687,EUW1_6160209362
1644,EUW1_5698905697,EUW1_5742082039,EUW1_5794820656,EUW1_5820931039,EUW1_5879774815,EUW1_5935469876,EUW1_5956828250,EUW1_6004745751,EUW1_6068928519,EUW1_6121292453,EUW1_6160189158
1645,EUW1_5698858790,EUW1_5741956209,EUW1_5794638650,EUW1_5820787510,EUW1_5876847200,EUW1_5935456913,EUW1_5956835292,EUW1_6000453122,EUW1_6081238472,EUW1_6111991516,EUW1_6160159053
1646,EUW1_5698068107,EUW1_5741889030,EUW1_5794465960,EUW1_5820309996,EUW1_5876730182,EUW1_5935350262,EUW1_5956841569,EUW1_5999033901,EUW1_6081112215,EUW1_6111900653,EUW1_6160139699
1647,EUW1_5698083004,EUW1_5741862431,EUW1_5794500488,EUW1_5820354986,EUW1_5876694981,EUW1_5935366918,EUW1_5955589346,EUW1_5998899708,EUW1_6081124575,EUW1_6110733924,EUW1_6160072292
1648,EUW1_5697996011,EUW1_5741730238,EUW1_5793856075,EUW1_5820207104,EUW1_5873319162,EUW1_5934990024,EUW1_5955596095,EUW1_5998983283,EUW1_6068469755,EUW1_6110624072,EUW1_6158915996
1649,EUW1_5697829244,EUW1_5741743653,EUW1_5793863841,EUW1_5820222493,EUW1_5873360990,EUW1_5934966659,EUW1_5955563352,EUW1_6041584284,EUW1_6068455161,EUW1_6109133003,EUW1_6158889473
1650,EUW1_5697685085,EUW1_5741637172,EUW1_5793777207,EUW1_5848978746,EUW1_5873285674,EUW1_5934898821,EUW1_5955489043,EUW1_6041059533,EUW1_6068366950,EUW1_6108948559,EUW1_6158852517
1651,EUW1_5697168935,EUW1_5741612695,EUW1_5793735382,EUW1_5848108531,EUW1_5873186025,EUW1_5934842592,EUW1_5954034787,EUW1_6041056718,EUW1_6067336561,EUW1_6108962976,EUW1_6158827182
1652,EUW1_5697161658,EUW1_5737849786,EUW1_5793732440,EUW1_5848112220,EUW1_5873099003,EUW1_5934795918,EUW1_5954020881,EUW1_6039406591,EUW1_6067272550,EUW1_6105823958,EUW1_6158788103
1653,EUW1_5697073881,EUW1_5737843021,EUW1_5793658621,EUW1_5848084657,EUW1_5873073932,EUW1_5934215614,EUW1_5953937154,EUW1_6039290588,EUW1_6067205133,EUW1_6105728545,EUW1_6158729427
1654,EUW1_5696949648,EUW1_5733950069,EUW1_5793624093,EUW1_5847929192,EUW1_5872958940,EUW1_5934211596,EUW1_5953764181,EUW1_6039316783,EUW1_6062941028,EUW1_6104328146,EUW1_6158697258
1655,EUW1_5696918936,EUW1_5733970628,EUW1_5788392811,EUW1_5847902701,EUW1_5853202178,EUW1_5934039542,EUW1_5953744180,EUW1_6038691528,EUW1_6062926371,EUW1_6104374184,EUW1_6158606012
1656,EUW1_5696853639,EUW1_5733824874,EUW1_5788329806,EUW1_5847627000,EUW1_5853065760,EUW1_5934054664,EUW1_5953269122,EUW1_6038657066,EUW1_6062871214,EUW1_6103400862,EUW1_6158598960
1657,EUW1_5696820552,EUW1_5731998816,EUW1_5788299540,EUW1_5844868668,EUW1_5852960180,EUW1_5933540671,EUW1_5949553080,EUW1_6038610226,EUW1_6061261395,EUW1_6103406999,EUW1_6158596508
1658,EUW1_5696647007,EUW1_5732001509,EUW1_5788099972,EUW1_5844800449,EUW1_5898231943,EUW1_5933364896,EUW1_5949510858,EUW1_6037898934,EUW1_6061264864,EUW1_6103354451,EUW1_6156732662
1659,EUW1_5696558842,EUW1_5731905221,EUW1_5788124413,EUW1_5843416349,EUW1_5897905658,EUW1_5933056524,EUW1_5985019291,EUW1_6037914727,EUW1_6061228081,EUW1_6102159795,EUW1_6156653301
1660,EUW1_5694313457,EUW1_5731868595,EUW1_5788061841,EUW1_5843382842,EUW1_5896098640,EUW1_5932487463,EUW1_5985066109,EUW1_6028667870,EUW1_6057972679,EUW1_6097373588,EUW1_6156599652
1661,EUW1_5694259502,EUW1_5731873784,EUW1_5787974513,EUW1_5843305417,EUW1_5895372816,EUW1_5932541669,EUW1_5985063103,EUW1_6026905790,EUW1_6057877036,EUW1_6095790911,EUW1_6156536055
1662,EUW1_5693453037,EUW1_5731749570,EUW1_5787918942,EUW1_5841985134,EUW1_5895069063,EUW1_5932397708,EUW1_5958936025,EUW1_6026892546,EUW1_6057863189,EUW1_6095715233,EUW1_6156474288
1663,EUW1_5693333415,EUW1_5731365364,EUW1_5787921933,EUW1_5841926725,EUW1_5895065108,EUW1_5932374919,EUW1_5958902467,EUW1_6024575379,EUW1_6044843460,EUW1_6095006639,EUW1_6156419957
1664,EUW1_5693272957,EUW1_5730285723,EUW1_5786821784,EUW1_5841581949,EUW1_5894784140,EUW1_5932328883,EUW1_5958827228,EUW1_6024560680,EUW1_6044827995,EUW1_6095004284,EUW1_6156354356
1665,EUW1_5693087305,EUW1_5730249078,EUW1_5786736499,EUW1_5840156941,EUW1_5894577876,EUW1_5931956630,EUW1_5958832698,EUW1_6024523044,EUW1_6044804476,EUW1_6094640992,EUW1_6170782979
1666,EUW1_5693009045,EUW1_5730225745,EUW1_5786730738,EUW1_5839995769,EUW1_5894422738,EUW1_5931819547,EUW1_5958637597,EUW1_6012981856,EUW1_6044700602,EUW1_6094677532,EUW1_6170567719
1667,EUW1_5692967563,EUW1_5730191454,EUW1_5786394131,EUW1_5839981454,EUW1_5893428909,EUW1_5931842744,EUW1_5958604761,EUW1_6012876473,EUW1_6041862080,EUW1_6094584570,EUW1_6170551924
1668,EUW1_5692970463,EUW1_5730147979,EUW1_5786296801,EUW1_5839886558,EUW1_5886544923,EUW1_5931738266,EUW1_5958640771,EUW1_6007648237,EUW1_6041829536,EUW1_6092991360,EUW1_6170467809
1669,EUW1_5692805898,EUW1_5718803455,EUW1_5786179975,EUW1_5839069760,EUW1_5886485818,EUW1_5930481657,EUW1_5956861538,EUW1_6007655395,EUW1_6085284964,EUW1_6092890300,EUW1_6169387309
1670,EUW1_5692690109,EUW1_5718608439,EUW1_5786213148,EUW1_5839045184,EUW1_5886426354,EUW1_5930387701,EUW1_5956620287,EUW1_6002071616,EUW1_6085178199,EUW1_6092866188,EUW1_6169332521
1671,EUW1_5690966430,EUW1_5718563326,EUW1_5786016460,EUW1_5839040953,EUW1_5886400675,EUW1_5930006358,EUW1_5956657466,EUW1_6002034979,EUW1_6085092196,EUW1_6092828373,EUW1_6168219749
1672,EUW1_5690950854,EUW1_5717275774,EUW1_5785829563,EUW1_5838935496,EUW1_5886276027,EUW1_5930000523,EUW1_5992351950,EUW1_5998874864,EUW1_6084095938,EUW1_6092358278,EUW1_6168187673
1673,EUW1_5690892819,EUW1_5717123584,EUW1_5785864085,EUW1_5838353224,EUW1_5886242762,EUW1_5929874793,EUW1_5989914171,EUW1_5998850761,EUW1_6084028581,EUW1_6092376314,EUW1_6168118130
1674,EUW1_5690813812,EUW1_5717072290,EUW1_5785638683,EUW1_5838176723,EUW1_5886095529,EUW1_5928444775,EUW1_5988931473,EUW1_5998708322,EUW1_6082591666,EUW1_6091776131,EUW1_6168070514
1675,EUW1_5690709254,EUW1_5717100800,EUW1_5785320676,EUW1_5838140623,EUW1_5885182821,EUW1_5928363663,EUW1_5987910269,EUW1_5997489089,EUW1_6082526332,EUW1_6091712567,EUW1_6166187998
1676,EUW1_5690644990,EUW1_5716979616,EUW1_5785220129,EUW1_5838006503,EUW1_5885075474,EUW1_5928071861,EUW1_5987948293,EUW1_5995852103,EUW1_6082350605,EUW1_6091504382,EUW1_6166133019
1677,EUW1_5686816601,EUW1_5714682036,EUW1_5785198545,EUW1_5837649110,EUW1_5884978557,EUW1_5927948209,EUW1_5987718182,EUW1_5995827359,EUW1_6082318044,EUW1_6091292060,EUW1_6164785529
1678,EUW1_5686239015,EUW1_5714505299,EUW1_5785223913,EUW1_5837360719,EUW1_5884888095,EUW1_5927933781,EUW1_5986629041,EUW1_6041085634,EUW1_6081155351,EUW1_6090918561,EUW1_6164175172
1679,EUW1_5685294956,EUW1_5707524824,EUW1_5785181403,EUW1_5837248588,EUW1_5884722968,EUW1_5927809258,EUW1_5986306226,EUW1_6011408682,EUW1_6081059742,EUW1_6090841504,EUW1_6163837668
1680,EUW1_5685131083,EUW1_5707410188,EUW1_5785079457,EUW1_5837282397,EUW1_5884515940,EUW1_5927833521,EUW1_5985980071,EUW1_6011296254,EUW1_6079802135,EUW1_6090816926,EUW1_6163798597
1681,EUW1_5685032071,EUW1_5707359931,EUW1_5785084900,EUW1_5837166742,EUW1_5884273018,EUW1_5926239050,EUW1_5984976717,EUW1_6011291448,EUW1_6079631066,EUW1_6090343495,EUW1_6163761061
1682,EUW1_5684983080,EUW1_5707316476,EUW1_5784999457,EUW1_5835376289,EUW1_5884089772,EUW1_5926174039,EUW1_5983116128,EUW1_6011135989,EUW1_6076157920,EUW1_6090248174,EUW1_6163719963
1683,EUW1_5684867661,EUW1_5707302936,EUW1_5785062217,EUW1_5833832169,EUW1_5883266872,EUW1_5926058506,EUW1_5982388631,EUW1_6010953183,EUW1_6065088846,EUW1_6089265845,EUW1_6148148156
1684,EUW1_5684840770,EUW1_5706946978,EUW1_5786000700,EUW1_5833618456,EUW1_5883212308,EUW1_5926052529,EUW1_5981861320,EUW1_6010489603,EUW1_6065035650,EUW1_6089195330,EUW1_6147966576
1685,EUW1_5684784809,EUW1_5706863973,EUW1_5785806281,EUW1_5833469188,EUW1_5883016275,EUW1_5924936149,EUW1_5981408655,EUW1_6010436547,EUW1_6060017667,EUW1_6089184654,EUW1_6147921111
1686,EUW1_5684605231,EUW1_5706832451,EUW1_5785571833,EUW1_5833435414,EUW1_5879590945,EUW1_5924910805,EUW1_5981081657,EUW1_6000749692,EUW1_6059931340,EUW1_6088065683,EUW1_6146907514
1687,EUW1_5684229344,EUW1_5717213087,EUW1_5785243780,EUW1_5833472256,EUW1_5879477214,EUW1_5924807484,EUW1_5980351940,EUW1_6000667450,EUW1_6059926383,EUW1_6108527104,EUW1_6146808487
1688,EUW1_5684233064,EUW1_5716282574,EUW1_5785106249,EUW1_5833349288,EUW1_5877817387,EUW1_5924802384,EUW1_5979161616,EUW1_6000701990,EUW1_6058324406,EUW1_6108360124,EUW1_6146762795
1689,EUW1_5684125671,EUW1_5713498942,EUW1_5785019367,EUW1_5833312469,EUW1_5877730245,EUW1_5924648933,EUW1_5977467296,EUW1_6000563893,EUW1_6058227340,EUW1_6108354506,EUW1_6142792899
1690,EUW1_5684036779,EUW1_5709234917,EUW1_5785022965,EUW1_5832757141,EUW1_5877734516,EUW1_5923695865,EUW1_5977335476,EUW1_6000399934,EUW1_6058118541,EUW1_6108299372,EUW1_6140151693
1691,EUW1_5683961192,EUW1_5707825264,EUW1_5784629364,EUW1_5832674365,EUW1_5877661241,EUW1_5922675186,EUW1_5976600750,EUW1_6000414834,EUW1_6056792980,EUW1_6095689690,EUW1_6168796828
1692,EUW1_5683901851,EUW1_5706937514,EUW1_5784632296,EUW1_5832628257,EUW1_5877612500,EUW1_5922620812,EUW1_5976315503,EUW1_6000167379,EUW1_6056728917,EUW1_6089832434,EUW1_6167770302
1693,EUW1_5672497748,EUW1_5754836127,EUW1_5784544588,EUW1_5832518858,EUW1_5877580543,EUW1_5922555074,EUW1_5975087405,EUW1_6000194566,EUW1_6053619916,EUW1_6089827626,EUW1_6167734736
1694,EUW1_5672009732,EUW1_5754241799,EUW1_5784506787,EUW1_5832424984,EUW1_5877545312,EUW1_5922148930,EUW1_5974990562,EUW1_6000181879,EUW1_6053543389,EUW1_6089445172,EUW1_6167689680
1695,EUW1_5671980509,EUW1_5753501918,EUW1_5784480778,EUW1_5832356103,EUW1_5876571998,EUW1_5922143617,EUW1_5974761425,EUW1_5999920002,EUW1_6053505421,EUW1_6089370214,EUW1_6149192719
1696,EUW1_5671890595,EUW1_5753318746,EUW1_5784433785,EUW1_5832129855,EUW1_5876487237,EUW1_5922025591,EUW1_5974412022,EUW1_5999728651,EUW1_6049203573,EUW1_6089335518,EUW1_6169432588
1697,EUW1_5671833080,EUW1_5753295729,EUW1_5781866727,EUW1_5832134257,EUW1_5876510652,EUW1_5921949834,EUW1_5973057094,EUW1_5999727656,EUW1_6049044822,EUW1_6088540133,EUW1_6169411975
1698,EUW1_5671687517,EUW1_5751180711,EUW1_5781870467,EUW1_5832029421,EUW1_5876373763,EUW1_5921973644,EUW1_5972866181,EUW1_5999745266,EUW1_6048675258,EUW1_6088441699,EUW1_6141503200
1699,EUW1_5671617550,EUW1_5751143982,EUW1_5781774336,EUW1_5832025568,EUW1_5875962866,EUW1_5926372284,EUW1_5971463557,EUW1_5999694983,EUW1_6048450281,EUW1_6088368426,EUW1_6141464390
1700,EUW1_5670550394,EUW1_5749497675,EUW1_5781736558,EUW1_5831970243,EUW1_5875910261,EUW1_5919091845,EUW1_5971286402,EUW1_5999701671,EUW1_6048553668,EUW1_6088107901,EUW1_6131994304
1701,EUW1_5670536210,EUW1_5749415319,EUW1_5781600435,EUW1_5831947447,EUW1_5875946800,EUW1_5918987351,EUW1_5970814502,EUW1_5998531323,EUW1_6048332415,EUW1_6088094247,EUW1_6131911377
1702,EUW1_5670561190,EUW1_5749128763,EUW1_5778144686,EUW1_5831922820,EUW1_5875935596,EUW1_5948755841,EUW1_5970729748,EUW1_5998419725,EUW1_6047541787,EUW1_6087969552,EUW1_6151564751
1703,EUW1_5670436258,EUW1_5746448489,EUW1_5778093113,EUW1_5831896696,EUW1_5875954353,EUW1_5948232511,EUW1_5970428869,EUW1_5998397689,EUW1_6047526610,EUW1_6121076125,EUW1_6151475313
