Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,blue_winrates_avg,red_winrates_avg,avg_win_dif,blue_games_avg,red_games_avg,Outcome
28.6,7.0,45.2,104.0,,,50.8,63.0,60.2,93.0,43.2,125.0,,,46.2,13.0,45.5,11.0,56.3,32.0,46.2,38.24,7.960000000000001,53.4,36.2,False
55.8,342.0,48.0,100.0,58.8,34.0,61.2,67.0,,,50.0,22.0,62.3,114.0,53.8,316.0,42.9,14.0,63.2,19.0,55.95,inf,-inf,,inf,False
66.7,27.0,52.5,335.0,16.7,6.0,42.9,14.0,69.2,26.0,61.7,133.0,0.0,1.0,60.0,20.0,40.0,20.0,,,49.6,32.34,17.259999999999998,81.6,34.8,True
44.0,25.0,45.1,102.0,44.1,34.0,51.6,64.0,54.2,24.0,51.2,412.0,,,83.3,6.0,66.7,6.0,50.0,2.0,47.8,50.24,-2.440000000000005,49.8,85.2,False
51.2,412.0,54.8,334.0,48.9,94.0,55.4,520.0,55.7,88.0,,,45.8,48.0,61.4,88.0,50.0,4.0,59.2,196.0,53.2,43.28,9.920000000000002,289.6,67.2,False
66.7,36.0,54.9,82.0,33.3,12.0,62.0,142.0,54.4,774.0,51.2,412.0,55.3,94.0,50.0,20.0,58.2,567.0,50.4,411.0,54.26,53.02,1.2399999999999949,209.2,300.8,True
43.2,111.0,61.7,60.0,,,56.3,16.0,46.9,64.0,53.7,460.0,33.3,6.0,,,,,49.0,51.0,52.02,27.2,24.820000000000004,50.2,103.4,False
48.1,133.0,43.5,23.0,73.7,38.0,40.0,30.0,53.5,1196.0,46.5,202.0,55.1,594.0,45.5,11.0,,,46.6,208.0,51.76,38.74,13.019999999999996,284.0,203.0,False
51.2,412.0,63.5,52.0,55.0,171.0,55.6,464.0,51.9,318.0,53.1,192.0,,,37.0,27.0,52.7,315.0,50.0,4.0,55.44,38.56,16.879999999999995,283.4,107.6,True
0.0,1.0,57.9,140.0,50.0,8.0,42.9,7.0,25.0,4.0,57.0,284.0,68.2,44.0,66.7,12.0,66.7,3.0,42.9,7.0,35.16,60.3,-25.14,32.0,70.0,False
50.3,740.0,46.8,139.0,64.6,82.0,53.7,618.0,62.5,24.0,53.7,460.0,27.8,18.0,51.3,2345.0,52.6,19.0,0.0,3.0,55.58,37.08,18.5,320.6,569.0,True
54.5,110.0,50.0,8.0,53.3,15.0,50.0,2.0,60.0,10.0,51.2,412.0,66.7,3.0,21.4,14.0,,,,,53.56,27.86,25.700000000000003,29.0,85.8,True
33.3,3.0,58.2,55.0,55.4,130.0,46.9,81.0,50.8,63.0,48.1,133.0,54.8,263.0,58.3,24.0,,,56.8,88.0,48.92,43.6,5.32,66.4,101.6,False
100.0,2.0,20.0,5.0,100.0,3.0,50.0,4.0,38.9,18.0,51.2,412.0,0.0,3.0,,,53.8,13.0,53.8,353.0,61.78,31.76,30.02,6.4,156.2,True
51.2,412.0,55.4,92.0,55.6,9.0,,,62.5,8.0,54.1,109.0,,,44.6,112.0,36.4,11.0,50.0,4.0,56.18,37.02,19.159999999999997,104.2,47.2,True
51.2,412.0,55.9,442.0,52.4,126.0,72.2,18.0,52.2,456.0,33.3,24.0,60.1,218.0,57.8,45.0,38.5,13.0,52.5,179.0,56.78,48.44,8.340000000000003,290.8,95.8,False
50.0,22.0,50.0,30.0,51.0,443.0,54.7,777.0,59.1,22.0,51.2,412.0,47.6,357.0,100.0,2.0,50.0,8.0,,,52.96,49.76,3.200000000000003,258.8,155.8,False
47.2,108.0,62.9,35.0,52.3,130.0,,,51.3,115.0,51.2,412.0,63.8,69.0,60.9,138.0,45.8,24.0,54.1,763.0,53.42,55.16,-1.7399999999999949,77.6,281.2,False
48.3,149.0,65.7,35.0,58.4,113.0,60.3,68.0,60.0,10.0,51.2,412.0,,,52.8,36.0,53.3,15.0,50.1,782.0,58.54,41.48,17.060000000000002,75.0,249.0,False
60.0,10.0,71.4,14.0,39.1,46.0,66.7,3.0,66.7,3.0,51.2,412.0,,,56.2,162.0,50.0,2.0,61.5,13.0,60.78,43.78,17.0,15.2,117.8,True
53.7,460.0,50.0,28.0,58.3,422.0,41.7,24.0,60.7,28.0,85.7,7.0,54.5,11.0,37.5,8.0,72.7,11.0,58.0,188.0,52.88,61.68,-8.799999999999997,192.4,45.0,False
58.3,12.0,54.5,11.0,66.7,12.0,50.6,77.0,70.0,10.0,42.7,82.0,57.7,26.0,58.0,69.0,43.5,69.0,50.0,2.0,60.02,50.38,9.64,24.4,49.6,True
51.2,412.0,33.3,6.0,14.3,7.0,0.0,3.0,61.0,177.0,,,50.0,26.0,,,59.0,83.0,78.3,23.0,31.96,37.46,-5.5,121.0,26.4,False
53.7,460.0,53.3,30.0,,,60.7,211.0,61.0,177.0,66.7,3.0,51.5,33.0,,,33.3,3.0,71.4,21.0,57.18,44.58,12.600000000000001,175.6,12.0,True
51.2,412.0,,,63.4,41.0,58.1,246.0,60.2,128.0,55.0,353.0,51.5,33.0,,,60.7,211.0,51.6,283.0,58.22,43.76,14.46,165.4,176.0,True
63.2,19.0,56.3,229.0,51.2,412.0,,,66.7,75.0,54.2,240.0,53.3,246.0,,,60.7,211.0,63.3,60.0,59.35,46.3,13.050000000000004,147.0,151.4,False
53.7,460.0,20.0,5.0,57.6,33.0,56.4,576.0,48.5,33.0,50.0,32.0,50.0,2.0,,,46.7,15.0,44.4,9.0,47.24,38.22,9.020000000000003,221.4,11.6,True
51.2,412.0,52.9,51.0,0.0,3.0,32.0,25.0,49.0,102.0,45.2,31.0,50.0,2.0,56.9,102.0,59.5,148.0,61.9,139.0,37.02,54.7,-17.68,118.6,84.4,False
51.2,412.0,50.0,66.0,54.7,161.0,52.2,395.0,50.0,2.0,58.4,406.0,37.5,24.0,55.7,140.0,50.0,30.0,49.6,276.0,51.62,50.24,1.3799999999999955,207.2,175.2,False
57.8,102.0,60.5,38.0,40.0,5.0,76.5,17.0,49.6,139.0,53.7,460.0,50.0,38.0,0.0,1.0,65.2,23.0,50.0,4.0,56.88,43.78,13.100000000000001,60.2,105.2,True
53.7,460.0,53.3,15.0,66.7,3.0,52.2,23.0,54.5,11.0,55.1,356.0,25.0,4.0,50.0,2.0,48.2,427.0,33.3,3.0,56.08,42.32,13.759999999999998,102.4,158.4,True
50.0,6.0,40.0,5.0,48.8,213.0,60.0,5.0,55.0,333.0,51.2,412.0,63.4,202.0,56.2,539.0,54.9,386.0,50.0,8.0,50.76,55.14,-4.380000000000003,112.4,309.4,False
42.7,82.0,53.2,363.0,75.0,4.0,30.0,20.0,66.7,21.0,53.3,614.0,51.4,177.0,61.2,134.0,66.7,9.0,60.8,79.0,53.52,58.68,-5.159999999999997,98.0,202.6,False
48.1,133.0,25.0,4.0,54.5,202.0,55.6,9.0,45.0,20.0,51.8,747.0,33.3,3.0,55.0,20.0,33.3,3.0,60.3,73.0,45.64,46.74,-1.1000000000000014,73.6,169.2,True
41.7,12.0,50.0,6.0,52.7,419.0,50.9,108.0,53.5,1151.0,51.2,412.0,54.2,238.0,37.5,8.0,55.6,27.0,52.9,17.0,49.76,50.28,-0.5200000000000031,339.2,140.4,True
51.2,412.0,36.4,11.0,76.5,17.0,71.4,7.0,53.1,64.0,29.2,24.0,0.0,1.0,25.0,4.0,5.0,40.0,41.4,29.0,57.72,20.12,37.599999999999994,102.2,19.6,True
53.2,250.0,0.0,2.0,53.7,460.0,61.1,18.0,57.1,7.0,47.4,19.0,57.1,98.0,49.1,108.0,50.0,6.0,,,45.02,40.72,4.300000000000004,147.4,46.2,False
50.0,2.0,55.3,497.0,,,50.0,8.0,100.0,2.0,57.0,79.0,55.0,40.0,59.3,27.0,,,25.0,8.0,63.82,39.26,24.560000000000002,101.8,30.8,True
53.7,460.0,,,72.2,18.0,,,66.7,3.0,,,62.0,179.0,0.0,1.0,,,61.1,18.0,64.2,24.62,39.58,96.2,39.6,True
52.7,55.0,48.6,35.0,54.3,35.0,80.0,5.0,37.5,16.0,53.7,460.0,44.4,99.0,52.1,73.0,55.3,76.0,56.5,92.0,54.62,52.4,2.219999999999999,29.2,160.0,True
57.0,244.0,70.0,10.0,41.0,39.0,57.3,124.0,54.4,774.0,51.2,412.0,44.7,94.0,48.7,152.0,,,50.6,348.0,55.94,39.04,16.9,238.2,201.2,True
42.7,82.0,62.9,97.0,25.0,4.0,,,35.0,20.0,46.2,13.0,70.0,10.0,61.0,59.0,54.4,68.0,100.0,5.0,41.4,66.32,-24.919999999999995,40.6,31.0,False
50.0,2.0,,,50.0,4.0,53.5,462.0,51.8,139.0,42.7,82.0,64.0,25.0,58.5,41.0,50.9,108.0,52.8,195.0,51.32,53.78,-2.460000000000001,121.4,90.2,True
58.2,98.0,50.0,2.0,50.8,482.0,73.3,15.0,63.6,11.0,48.1,133.0,62.7,75.0,52.3,130.0,66.7,6.0,100.0,1.0,59.18,65.96,-6.779999999999994,121.6,69.0,False
51.2,412.0,55.2,355.0,100.0,1.0,22.2,9.0,75.0,8.0,51.5,1501.0,55.3,94.0,50.0,4.0,59.2,76.0,54.5,99.0,60.72,54.1,6.619999999999997,157.0,354.8,True
25.0,8.0,41.7,12.0,54.9,71.0,62.5,32.0,47.1,17.0,42.7,82.0,62.3,162.0,47.1,17.0,53.7,939.0,55.4,637.0,46.24,52.24,-6.0,28.0,367.4,False
53.8,576.0,65.2,23.0,47.1,17.0,63.2,57.0,40.9,22.0,42.7,82.0,75.0,16.0,69.2,13.0,54.5,134.0,53.6,138.0,54.04,59.0,-4.960000000000001,139.0,76.6,True
66.7,3.0,51.1,562.0,,,55.9,247.0,48.5,99.0,53.7,460.0,57.1,21.0,56.3,32.0,,,53.1,49.0,55.55,44.04,11.509999999999998,182.2,112.4,False
50.0,4.0,50.8,118.0,63.2,19.0,38.5,26.0,45.5,11.0,53.7,460.0,37.5,8.0,41.9,31.0,58.3,12.0,50.0,24.0,49.6,48.28,1.3200000000000003,35.6,107.0,False
50.0,16.0,54.1,739.0,50.0,164.0,75.0,4.0,60.7,56.0,42.7,82.0,51.7,294.0,,,55.8,113.0,53.7,607.0,57.96,40.78,17.18,195.8,219.2,False
51.2,412.0,59.4,197.0,61.2,85.0,14.3,7.0,52.9,17.0,50.0,8.0,50.0,4.0,25.0,4.0,66.7,3.0,68.6,35.0,47.8,52.06,-4.260000000000005,143.6,10.8,False
50.0,2.0,83.3,12.0,,,52.1,217.0,53.3,30.0,51.2,412.0,62.5,8.0,0.0,2.0,50.0,6.0,60.6,33.0,59.68,44.86,14.82,52.2,92.2,True
51.2,412.0,54.0,1173.0,36.4,11.0,84.4,77.0,58.5,193.0,33.3,9.0,60.1,218.0,77.8,9.0,55.6,18.0,45.5,44.0,56.9,54.46,2.4399999999999977,373.2,59.6,True
51.2,412.0,58.3,36.0,80.0,5.0,100.0,2.0,50.1,2159.0,61.8,68.0,,,59.4,106.0,60.8,79.0,55.3,974.0,67.92,47.46,20.46,522.8,245.4,True
57.9,19.0,60.0,20.0,62.6,115.0,46.8,47.0,51.4,37.0,53.7,460.0,56.1,253.0,,,59.3,27.0,55.3,974.0,55.74,44.88,10.86,47.6,342.8,False
66.7,3.0,,,46.7,60.0,,,55.1,185.0,51.2,412.0,0.0,1.0,52.3,444.0,42.9,7.0,36.0,25.0,56.17,36.48,19.690000000000005,49.6,177.8,True
64.0,25.0,58.5,41.0,48.5,274.0,51.5,68.0,57.3,103.0,51.2,412.0,53.8,489.0,52.3,444.0,46.7,15.0,44.2,43.0,55.96,49.64,6.32,102.2,280.6,True
60.0,45.0,58.5,41.0,48.5,274.0,41.7,24.0,57.3,103.0,53.7,460.0,44.7,38.0,55.3,38.0,50.0,34.0,,,53.2,40.74,12.46,97.4,114.0,True
53.7,460.0,56.4,55.0,64.5,124.0,,,66.7,54.0,53.3,30.0,50.0,16.0,44.1,34.0,61.3,93.0,0.0,1.0,60.32,41.74,18.58,138.6,34.8,True
50.7,866.0,,,55.7,88.0,52.9,1131.0,56.5,92.0,51.2,412.0,50.0,14.0,51.3,273.0,50.0,22.0,48.9,92.0,53.95,50.28,3.6700000000000017,435.4,162.6,False
53.7,460.0,74.5,51.0,100.0,1.0,66.7,3.0,50.0,10.0,0.0,1.0,52.2,46.0,53.8,277.0,42.9,7.0,72.4,29.0,68.98,44.26,24.720000000000006,105.0,72.0,True
50.2,640.0,83.3,6.0,52.5,101.0,33.3,3.0,64.0,136.0,51.2,412.0,59.0,256.0,51.3,273.0,56.9,109.0,56.1,727.0,56.66,54.9,1.759999999999998,177.2,355.4,True
58.9,209.0,57.1,7.0,54.1,536.0,50.5,97.0,48.5,33.0,51.2,412.0,66.7,9.0,64.0,75.0,,,49.7,147.0,53.82,46.32,7.5,176.4,128.6,False
51.2,412.0,,,52.1,48.0,56.3,144.0,55.4,379.0,53.0,555.0,61.1,18.0,51.8,85.0,61.5,117.0,,,53.75,45.48,8.270000000000003,196.6,155.0,False
53.7,460.0,52.7,566.0,60.0,15.0,61.1,18.0,66.7,21.0,0.0,3.0,56.0,25.0,71.4,14.0,54.5,22.0,51.1,568.0,58.84,46.6,12.240000000000002,216.0,126.4,True
51.2,412.0,42.9,7.0,57.1,49.0,50.5,101.0,60.6,33.0,100.0,1.0,,,52.2,69.0,85.7,7.0,60.9,64.0,52.46,59.76,-7.299999999999997,120.4,28.2,False
49.6,137.0,43.9,41.0,53.1,429.0,55.1,49.0,46.5,86.0,51.2,412.0,50.0,6.0,56.3,96.0,51.9,77.0,50.0,4.0,49.64,51.88,-2.240000000000002,148.4,119.0,False
51.2,412.0,57.1,7.0,,,60.0,5.0,44.4,9.0,,,52.7,566.0,49.3,213.0,50.0,132.0,54.4,518.0,53.18,41.28,11.899999999999999,86.6,285.8,True
59.7,129.0,60.7,28.0,50.0,12.0,69.4,36.0,59.3,300.0,51.2,412.0,56.4,78.0,53.0,181.0,38.5,26.0,52.7,93.0,59.82,50.36,9.46,101.0,158.0,False
51.2,412.0,56.3,16.0,50.0,4.0,38.5,26.0,53.0,485.0,57.0,349.0,0.0,2.0,,,51.2,84.0,59.8,234.0,49.8,33.6,16.199999999999996,188.6,133.8,True
50.0,148.0,55.5,155.0,0.0,1.0,76.2,21.0,52.6,38.0,51.2,412.0,50.8,449.0,50.0,12.0,44.4,27.0,30.8,26.0,46.86,45.44,1.4200000000000017,72.6,185.2,False
53.0,168.0,52.3,44.0,53.3,15.0,50.0,2.0,33.3,9.0,53.7,460.0,54.5,88.0,57.9,19.0,,,67.3,52.0,48.38,46.68,1.7000000000000028,47.6,123.8,False
50.9,230.0,25.0,12.0,52.4,225.0,60.0,10.0,51.6,124.0,51.2,412.0,45.6,57.0,60.0,40.0,51.1,137.0,48.4,31.0,47.98,51.26,-3.280000000000001,120.2,135.4,False
63.0,46.0,56.0,50.0,70.0,20.0,75.0,4.0,60.6,94.0,51.2,412.0,0.0,1.0,25.0,4.0,40.0,5.0,43.2,37.0,64.92,31.88,33.040000000000006,42.8,91.8,True
42.9,14.0,58.4,149.0,59.5,79.0,63.6,44.0,60.5,43.0,56.9,51.0,59.5,37.0,53.3,660.0,57.8,45.0,56.6,403.0,56.98,56.82,0.1599999999999966,65.8,239.2,True
54.2,48.0,0.0,2.0,60.0,5.0,55.1,49.0,44.7,38.0,51.2,412.0,57.6,177.0,,,,,50.0,12.0,42.8,31.76,11.039999999999996,28.4,120.2,False
53.3,15.0,53.9,76.0,66.7,6.0,0.0,2.0,55.4,74.0,51.2,412.0,52.6,19.0,85.7,7.0,60.2,186.0,52.6,1450.0,45.86,60.46,-14.600000000000001,34.6,414.8,False
54.5,200.0,0.0,1.0,56.4,78.0,25.0,4.0,58.6,29.0,51.2,412.0,44.4,9.0,,,,,50.0,10.0,38.9,29.12,9.779999999999998,62.4,86.2,False
,,,,66.7,12.0,54.3,35.0,44.1,186.0,51.2,412.0,57.9,38.0,45.5,33.0,33.3,6.0,22.2,9.0,55.03,42.02,13.009999999999998,46.6,99.6,True
51.2,412.0,36.4,22.0,16.7,6.0,44.3,61.0,51.2,291.0,48.1,27.0,51.1,278.0,58.2,388.0,,,45.5,11.0,39.96,40.58,-0.6199999999999974,158.4,140.8,False
53.8,403.0,47.7,44.0,52.4,397.0,0.0,3.0,50.0,6.0,51.2,412.0,46.7,15.0,67.5,40.0,100.0,3.0,50.8,661.0,40.78,63.24,-22.46,170.6,226.2,False
53.7,460.0,58.0,69.0,36.4,11.0,50.0,10.0,45.7,35.0,,,46.7,15.0,47.2,36.0,62.3,69.0,,,48.76,31.24,17.52,117.0,24.0,False
48.1,133.0,28.6,21.0,,,68.4,19.0,60.0,5.0,45.2,31.0,43.2,37.0,47.4,76.0,46.2,13.0,65.0,20.0,51.28,49.4,1.8800000000000026,35.6,35.4,True
55.8,52.0,63.4,41.0,51.0,925.0,42.9,21.0,51.1,460.0,51.2,412.0,50.0,12.0,40.0,5.0,55.6,18.0,50.0,2.0,52.84,49.36,3.480000000000004,299.8,89.8,True
51.2,412.0,71.7,46.0,56.3,48.0,44.4,9.0,,,37.5,8.0,0.0,4.0,55.0,80.0,61.8,76.0,33.3,6.0,55.9,,,,inf,True
51.2,412.0,,,53.0,1080.0,61.8,76.0,16.7,6.0,100.0,1.0,50.0,2.0,63.6,11.0,74.2,31.0,44.0,84.0,45.68,66.36,-20.68,314.8,25.8,False
53.0,381.0,100.0,1.0,75.0,4.0,14.3,7.0,66.0,47.0,48.1,133.0,52.1,71.0,61.6,99.0,,,71.4,7.0,61.66,46.64,15.019999999999996,88.0,62.0,True
51.1,2232.0,41.7,12.0,53.8,13.0,53.2,517.0,69.2,13.0,51.2,412.0,100.0,5.0,63.0,27.0,63.0,27.0,50.3,171.0,53.8,65.5,-11.700000000000003,557.4,128.4,False
51.2,412.0,75.0,4.0,100.0,2.0,62.2,37.0,54.1,170.0,,,51.6,93.0,38.9,36.0,0.0,1.0,,,68.5,18.1,50.4,125.0,26.0,True
16.7,6.0,0.0,4.0,47.8,23.0,40.7,27.0,61.5,13.0,51.2,412.0,50.5,200.0,46.2,13.0,50.0,2.0,56.3,288.0,33.34,50.84,-17.5,14.6,183.0,False
50.0,2.0,61.3,75.0,61.2,134.0,57.4,61.0,55.5,263.0,51.2,412.0,57.1,21.0,52.9,17.0,,,56.3,288.0,57.08,43.5,13.579999999999998,107.0,147.6,True
51.2,412.0,23.1,13.0,50.0,28.0,40.4,156.0,56.5,23.0,54.3,341.0,51.7,294.0,51.7,393.0,58.5,41.0,55.6,124.0,44.24,54.36,-10.119999999999997,126.4,238.6,False
,,43.2,44.0,50.0,4.0,38.5,26.0,63.4,41.0,51.2,412.0,48.1,54.0,53.7,54.0,51.4,37.0,54.4,518.0,48.78,51.76,-2.979999999999997,23.0,215.0,False
,,51.4,216.0,46.2,13.0,66.7,3.0,66.7,3.0,51.2,412.0,54.4,1388.0,51.6,95.0,55.6,124.0,100.0,1.0,57.75,62.56,-4.810000000000002,47.0,404.0,False
58.3,24.0,52.7,539.0,54.4,241.0,20.0,10.0,42.9,28.0,51.2,412.0,57.6,33.0,37.5,16.0,68.8,48.0,49.2,266.0,45.66,52.86,-7.200000000000003,168.4,155.0,False
,,52.4,143.0,61.5,247.0,59.0,39.0,57.3,96.0,48.1,133.0,28.6,7.0,62.3,69.0,100.0,3.0,52.2,90.0,57.55,58.24,-0.6900000000000048,105.0,60.4,False
51.2,412.0,44.0,25.0,0.0,2.0,38.1,21.0,,,52.7,692.0,60.9,69.0,46.7,15.0,57.1,14.0,,,33.33,,,,,False
56.5,147.0,47.0,83.0,100.0,2.0,54.3,94.0,60.0,5.0,51.2,412.0,0.0,1.0,40.0,15.0,54.5,11.0,60.0,5.0,63.56,41.14,22.42,66.2,88.8,True
46.4,28.0,53.3,15.0,53.7,460.0,52.7,332.0,57.1,7.0,25.0,4.0,57.1,14.0,18.2,11.0,33.3,3.0,25.0,4.0,52.64,31.72,20.92,168.4,7.2,True
51.2,412.0,75.0,36.0,31.3,16.0,67.7,62.0,52.0,25.0,43.9,41.0,62.5,8.0,0.0,1.0,,,74.1,27.0,55.44,36.1,19.339999999999996,110.2,15.4,True
51.2,412.0,52.4,143.0,38.5,52.0,,,57.1,49.0,67.5,40.0,49.2,128.0,,,42.9,7.0,53.1,307.0,49.8,42.54,7.259999999999998,131.2,96.4,False
20.0,5.0,50.0,2.0,53.9,206.0,72.7,11.0,54.6,238.0,51.2,412.0,61.3,75.0,52.8,36.0,40.0,5.0,66.7,9.0,50.24,54.4,-4.159999999999997,92.4,107.4,True
61.9,21.0,0.0,1.0,50.7,779.0,36.8,19.0,18.2,11.0,57.3,363.0,53.8,13.0,55.8,52.0,,,52.6,19.0,33.52,43.9,-10.379999999999995,166.2,89.4,False
67.7,31.0,61.4,88.0,64.4,135.0,100.0,1.0,100.0,1.0,41.8,91.0,58.1,31.0,45.5,11.0,67.1,140.0,63.6,33.0,78.7,55.22,23.480000000000004,51.2,61.2,True
0.0,1.0,88.9,9.0,41.6,125.0,56.4,264.0,58.5,118.0,54.3,35.0,52.3,306.0,53.8,173.0,,,,,49.08,32.08,17.0,103.4,102.8,False
56.7,247.0,,,65.7,70.0,50.0,2.0,56.7,67.0,54.4,206.0,66.7,15.0,66.7,12.0,59.2,71.0,100.0,2.0,57.28,69.4,-12.120000000000005,77.2,61.2,False
50.4,965.0,0.0,1.0,52.6,38.0,50.0,4.0,33.3,3.0,53.9,317.0,65.2,23.0,100.0,3.0,,,46.7,15.0,37.26,53.16,-15.899999999999999,202.2,71.6,False
60.2,123.0,,,44.0,84.0,56.9,116.0,58.8,51.0,,,66.7,15.0,57.9,19.0,100.0,1.0,59.3,209.0,54.97,56.78,-1.8100000000000023,74.8,48.8,False
60.8,408.0,66.7,15.0,60.0,15.0,51.5,101.0,59.3,209.0,66.7,3.0,63.2,87.0,51.7,87.0,74.3,74.0,52.3,44.0,59.66,61.64,-1.980000000000004,149.6,59.0,True
69.2,13.0,100.0,1.0,58.3,24.0,64.0,211.0,53.8,697.0,57.6,295.0,,,,,56.7,30.0,25.0,8.0,69.06,27.86,41.2,189.2,66.6,True
41.7,12.0,,,59.1,22.0,53.6,56.0,54.1,98.0,44.2,43.0,57.6,288.0,66.7,9.0,53.6,28.0,50.0,22.0,52.12,54.42,-2.3000000000000043,37.6,78.0,True
47.3,129.0,,,61.1,18.0,49.3,71.0,46.0,50.0,44.2,43.0,64.9,37.0,66.7,9.0,56.7,30.0,74.0,50.0,50.92,61.3,-10.379999999999995,53.6,33.8,False
,,54.8,312.0,58.6,70.0,53.6,28.0,58.3,307.0,44.2,43.0,,,0.0,1.0,50.0,8.0,54.5,11.0,56.32,29.74,26.580000000000002,143.4,12.6,True
63.8,69.0,52.6,38.0,55.2,834.0,100.0,2.0,62.4,85.0,59.2,103.0,54.0,687.0,52.3,220.0,56.7,30.0,38.5,13.0,66.8,52.14,14.659999999999997,205.6,210.6,True
51.7,953.0,50.5,200.0,53.6,194.0,56.7,30.0,65.0,40.0,60.0,15.0,35.7,14.0,40.0,5.0,57.5,113.0,54.2,24.0,55.5,49.48,6.020000000000003,283.4,34.2,True
63.2,19.0,64.2,53.0,0.0,2.0,40.0,25.0,50.0,2.0,44.2,43.0,51.8,110.0,100.0,1.0,56.7,30.0,48.8,43.0,43.48,60.3,-16.82,20.2,45.4,False
58.2,55.0,,,55.9,824.0,,,47.5,40.0,53.0,115.0,54.2,131.0,100.0,1.0,56.7,30.0,61.4,83.0,53.87,65.06,-11.190000000000005,183.8,72.0,False
55.9,170.0,49.5,99.0,,,0.0,3.0,0.0,1.0,,,52.9,34.0,100.0,1.0,56.7,30.0,41.4,58.0,26.35,50.2,-23.85,54.6,24.6,False
56.3,600.0,58.5,342.0,52.9,17.0,51.4,107.0,51.9,54.0,61.1,108.0,53.9,646.0,50.8,65.0,55.3,123.0,57.7,523.0,54.2,55.76,-1.5599999999999952,224.0,293.0,False
43.7,71.0,0.0,1.0,40.0,10.0,54.4,237.0,38.1,21.0,56.3,600.0,53.7,41.0,40.0,25.0,55.6,9.0,55.3,85.0,35.24,52.18,-16.939999999999998,68.0,152.0,False
56.3,600.0,53.9,646.0,50.0,18.0,59.5,37.0,45.5,22.0,,,53.7,41.0,50.0,16.0,66.7,3.0,100.0,1.0,53.04,54.08,-1.0399999999999991,264.6,12.2,False
58.4,197.0,0.0,3.0,47.4,156.0,43.8,16.0,56.3,600.0,60.0,15.0,62.3,53.0,63.6,11.0,56.8,37.0,75.9,29.0,41.18,63.72,-22.54,194.4,29.0,False
58.8,233.0,58.8,17.0,57.7,97.0,59.9,157.0,0.0,3.0,56.3,600.0,57.4,561.0,50.6,81.0,66.7,42.0,46.2,13.0,47.04,55.44,-8.399999999999999,101.4,259.4,False
52.9,191.0,53.2,342.0,61.7,128.0,48.8,41.0,54.9,82.0,56.3,600.0,,,54.5,44.0,40.9,66.0,50.0,6.0,54.3,40.34,13.959999999999994,156.8,143.2,False
,,,,54.3,941.0,,,58.4,77.0,56.3,600.0,52.6,38.0,53.3,15.0,69.2,13.0,59.8,276.0,56.35,58.24,-1.8900000000000006,203.6,188.4,False
56.3,600.0,54.1,85.0,53.1,96.0,66.7,3.0,60.6,292.0,66.7,24.0,20.0,5.0,53.1,341.0,50.6,87.0,55.6,18.0,58.16,49.2,8.959999999999994,215.2,95.0,True
56.3,600.0,33.3,9.0,53.2,534.0,45.0,20.0,52.8,231.0,56.2,637.0,50.0,78.0,46.4,28.0,68.8,16.0,50.0,8.0,48.12,54.28,-6.160000000000004,278.8,153.4,False
50.0,12.0,58.9,236.0,56.5,23.0,50.2,277.0,50.0,4.0,56.3,600.0,53.1,614.0,31.8,22.0,51.4,107.0,46.2,65.0,53.12,47.76,5.359999999999999,110.4,281.6,True
56.3,600.0,,,59.0,61.0,51.4,107.0,60.9,23.0,,,56.8,37.0,70.5,44.0,,,57.4,204.0,56.9,36.94,19.96,158.2,57.0,False
56.3,600.0,62.5,8.0,,,58.1,210.0,52.4,63.0,54.4,553.0,51.4,521.0,35.7,14.0,,,38.5,13.0,57.32,36.0,21.32,176.2,220.2,True
56.3,600.0,63.5,148.0,62.6,147.0,51.4,107.0,58.1,43.0,53.8,13.0,49.5,95.0,50.3,165.0,56.7,247.0,57.2,138.0,58.38,53.5,4.880000000000003,209.0,131.6,True
70.8,24.0,57.1,14.0,54.3,46.0,52.1,257.0,60.0,15.0,56.3,600.0,44.8,29.0,18.2,22.0,45.8,24.0,59.7,67.0,58.86,44.96,13.899999999999999,71.2,148.4,True
47.1,34.0,42.9,7.0,53.8,392.0,54.6,630.0,,,56.3,600.0,48.1,27.0,50.8,118.0,45.5,11.0,50.0,24.0,49.6,inf,-inf,,inf,True
50.0,2.0,59.7,129.0,42.9,14.0,33.3,9.0,53.5,1151.0,56.3,600.0,,,,,,,60.1,281.0,47.88,23.28,24.6,261.0,176.2,False
56.3,600.0,0.0,1.0,23.1,13.0,,,56.3,766.0,75.0,4.0,60.9,169.0,100.0,1.0,,,53.6,69.0,33.92,57.9,-23.979999999999997,276.0,48.6,False
56.3,600.0,64.7,34.0,60.2,259.0,51.0,98.0,100.0,1.0,49.4,176.0,0.0,2.0,28.6,7.0,45.5,22.0,63.8,47.0,66.44,37.46,28.979999999999997,198.4,50.8,True
56.3,600.0,48.9,45.0,44.3,106.0,58.1,210.0,55.0,449.0,40.0,10.0,53.6,181.0,33.3,3.0,25.0,4.0,50.0,194.0,52.52,40.38,12.14,282.0,78.4,True
